,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
55924,23500,23500.0,19.22,36.0,credit_card,20.37,WA,RENT,6800.0,670.0,17.0,31812.0,3.0,2.0
103315,3600,3575.0,12.87,36.0,educational,3.4,FL,RENT,2000.0,705.0,8.0,2650.0,4.0,
22700,1900,1900.0,7.29,36.0,other,23.05,FL,RENT,2208.33,725.0,11.0,8508.0,1.0,3.0
51163,22500,22500.0,7.9,36.0,other,19.93,IL,OWN,5208.33,755.0,5.0,22876.0,0.0,10.0
27554,12000,12000.0,8.49,60.0,debt_consolidation,11.03,GA,MORTGAGE,4425.17,780.0,9.0,14816.0,0.0,10.0
34472,15000,15000.0,12.69,60.0,debt_consolidation,15.8,NY,MORTGAGE,4500.0,730.0,17.0,18592.0,2.0,1.0
93022,32000,32000.0,17.27,36.0,other,9.96,NH,MORTGAGE,19166.67,705.0,8.0,66885.0,1.0,5.0
49403,24000,24000.0,24.2,60.0,debt_consolidation,20.77,VA,RENT,4583.33,665.0,13.0,28399.0,1.0,10.0
78078,5500,5500.0,15.8,36.0,vacation,20.18,CA,RENT,5416.67,670.0,13.0,13079.0,3.0,9.0
14052,7300,7300.0,7.88,36.0,credit_card,11.78,FL,RENT,3090.5,735.0,5.0,13459.0,0.0,7.0
44471,25000,24975.0,13.11,60.0,debt_consolidation,28.15,NY,RENT,7250.0,740.0,14.0,19598.0,0.0,6.0
76696,4575,4575.0,11.14,36.0,credit_card,21.33,TX,OWN,1280.0,690.0,8.0,9484.0,0.0,0.0
7518,10000,10000.0,14.96,36.0,debt_consolidation,16.42,FL,MORTGAGE,3416.67,685.0,24.0,16591.0,0.0,10.0
37177,20000,19950.0,15.96,60.0,credit_card,23.54,CA,MORTGAGE,5000.0,705.0,10.0,20062.0,3.0,10.0
93253,11100,11100.0,11.14,36.0,credit_card,29.55,NM,MORTGAGE,4000.0,715.0,10.0,13410.0,3.0,6.0
55625,17000,17000.0,10.74,60.0,debt_consolidation,11.12,AL,MORTGAGE,4166.67,760.0,10.0,19020.0,0.0,10.0
55934,12000,11975.0,13.67,36.0,debt_consolidation,17.05,CA,RENT,2000.0,675.0,6.0,7552.0,0.0,10.0
50756,24000,24000.0,12.12,36.0,wedding,22.66,TX,RENT,8750.0,715.0,12.0,29683.0,0.0,9.0
90712,7000,7000.0,17.77,36.0,credit_card,8.02,OK,RENT,6000.0,690.0,5.0,6623.0,0.0,10.0
82079,10000,10000.0,12.12,36.0,debt_consolidation,20.16,CA,RENT,5833.33,695.0,16.0,25687.0,0.0,4.0
47958,14000,14000.0,6.62,36.0,credit_card,28.82,NY,RENT,4250.0,745.0,16.0,1850.0,1.0,8.0
77601,3250,3225.0,7.62,36.0,credit_card,3.12,CA,RENT,2083.33,745.0,6.0,2114.0,1.0,3.0
82780,18000,18000.0,11.14,36.0,debt_consolidation,11.81,FL,RENT,5100.0,715.0,8.0,17139.0,0.0,1.0
67401,19500,19500.0,21.0,36.0,debt_consolidation,26.84,VA,MORTGAGE,5125.0,660.0,11.0,29033.0,0.0,10.0
35797,5000,5000.0,6.03,36.0,debt_consolidation,29.86,CA,OWN,2083.33,785.0,12.0,22141.0,0.0,
34240,20000,20000.0,17.58,60.0,debt_consolidation,18.45,OH,RENT,4250.0,700.0,10.0,11805.0,0.0,4.0
24846,6000,6000.0,13.49,36.0,debt_consolidation,19.68,NJ,RENT,7500.0,680.0,6.0,6686.0,1.0,10.0
63299,14300,14300.0,14.09,36.0,debt_consolidation,21.74,DE,MORTGAGE,7750.0,695.0,11.0,25213.0,2.0,4.0
60580,12800,12800.0,12.12,36.0,credit_card,10.1,NC,MORTGAGE,5000.0,690.0,9.0,33085.0,0.0,10.0
68850,3000,2975.0,7.9,36.0,major_purchase,17.58,LA,RENT,3458.33,720.0,8.0,2999.0,0.0,1.0
72217,25000,25000.0,13.11,36.0,debt_consolidation,18.36,FL,MORTGAGE,14166.67,705.0,21.0,96169.0,0.0,10.0
55800,18000,18000.0,12.12,36.0,credit_card,22.34,MA,RENT,4583.33,700.0,13.0,17868.0,0.0,10.0
86233,9750,9750.0,15.31,36.0,debt_consolidation,14.13,MT,OWN,2518.67,665.0,7.0,13209.0,0.0,10.0
39482,5000,5000.0,12.42,36.0,debt_consolidation,23.84,SC,RENT,2500.0,695.0,8.0,7980.0,2.0,2.0
45494,4000,4000.0,13.11,36.0,car,22.15,CO,RENT,2000.0,685.0,16.0,1625.0,3.0,0.0
46604,1200,1200.0,7.9,36.0,debt_consolidation,6.92,CT,RENT,1300.0,710.0,8.0,1775.0,0.0,
96371,12000,12000.0,17.27,36.0,debt_consolidation,20.07,CA,RENT,5416.67,660.0,7.0,3747.0,0.0,0.0
34831,5000,5000.0,16.29,36.0,credit_card,9.79,FL,OWN,1733.33,665.0,11.0,4366.0,3.0,0.0
54689,21700,21700.0,7.9,36.0,debt_consolidation,5.43,CA,MORTGAGE,15000.0,780.0,5.0,128707.0,0.0,2.0
73287,21850,21850.0,16.29,60.0,debt_consolidation,32.13,GA,MORTGAGE,4628.0,715.0,17.0,32103.0,1.0,10.0
10206,12000,12000.0,11.36,36.0,home_improvement,14.57,MA,MORTGAGE,5833.33,705.0,7.0,2701.0,0.0,9.0
95580,7000,7000.0,18.49,36.0,other,16.15,FL,MORTGAGE,4166.67,675.0,7.0,4167.0,0.0,10.0
101205,32000,32000.0,23.76,60.0,moving,8.14,NC,MORTGAGE,16666.67,700.0,5.0,50330.0,2.0,8.0
35682,13000,13000.0,14.27,60.0,debt_consolidation,18.08,WA,RENT,3302.0,720.0,5.0,15076.0,3.0,4.0
43071,12000,12000.0,12.42,36.0,credit_card,13.99,AZ,MORTGAGE,2916.67,680.0,10.0,13576.0,0.0,5.0
41739,25475,25375.0,19.03,60.0,debt_consolidation,21.98,FL,RENT,5000.67,680.0,17.0,24081.0,1.0,0.0
72931,10000,10000.0,11.14,36.0,credit_card,25.8,CA,RENT,2833.33,700.0,8.0,6521.0,0.0,7.0
45317,5000,5000.0,12.12,36.0,other,24.74,TX,MORTGAGE,8416.67,695.0,20.0,58836.0,1.0,0.0
12277,10000,9725.0,7.51,36.0,debt_consolidation,18.72,MA,MORTGAGE,4300.0,760.0,15.0,24413.0,1.0,10.0
79495,4000,4000.0,14.33,36.0,debt_consolidation,25.86,OH,MORTGAGE,3333.33,675.0,12.0,19443.0,1.0,9.0
11875,8000,8000.0,10.38,36.0,debt_consolidation,1.82,CA,RENT,2800.0,720.0,5.0,2186.0,0.0,3.0
33968,35000,35000.0,10.65,36.0,debt_consolidation,8.96,MD,MORTGAGE,18750.0,735.0,13.0,18528.0,3.0,6.0
735,9000,7650.0,11.03,36.0,credit_card,12.72,MI,MORTGAGE,5666.67,685.0,22.0,36164.0,1.0,8.0
43702,9000,9000.0,6.03,36.0,debt_consolidation,5.87,NY,MORTGAGE,8333.33,775.0,9.0,1717.0,0.0,1.0
99006,24000,24000.0,17.27,60.0,debt_consolidation,20.55,GA,OWN,6250.0,675.0,10.0,17780.0,0.0,7.0
84307,18000,18000.0,13.11,60.0,debt_consolidation,17.0,CT,RENT,7083.33,750.0,8.0,2234.0,2.0,6.0
21504,4000,4000.0,13.8,60.0,major_purchase,13.26,FL,OWN,3500.0,695.0,5.0,8518.0,1.0,3.0
96798,15000,15000.0,6.62,36.0,debt_consolidation,3.23,NJ,MORTGAGE,6250.0,755.0,8.0,13131.0,0.0,
83586,6075,6075.0,17.27,36.0,debt_consolidation,20.25,NY,OWN,2666.67,660.0,15.0,7515.0,2.0,0.0
30986,13800,13800.0,17.49,60.0,medical,1.68,NY,RENT,4166.67,710.0,3.0,2766.0,0.0,8.0
37090,10000,10000.0,18.64,60.0,debt_consolidation,12.19,CA,RENT,6800.0,700.0,24.0,8311.0,1.0,4.0
103512,8000,7725.0,10.99,36.0,credit_card,13.4,FL,MORTGAGE,7000.0,735.0,3.0,175087.0,1.0,10.0
57472,15000,15000.0,17.27,36.0,debt_consolidation,33.3,WY,RENT,3000.0,670.0,20.0,15092.0,0.0,10.0
90568,4800,4800.0,6.62,36.0,car,10.42,TX,MORTGAGE,7291.67,815.0,14.0,0.0,0.0,0.0
17240,24250,17431.82,12.23,60.0,credit_card,23.79,OH,MORTGAGE,5833.33,730.0,6.0,31061.0,2.0,10.0
15315,7000,6975.0,6.91,36.0,vacation,21.23,CA,RENT,3000.0,715.0,12.0,10784.0,1.0,5.0
60875,10500,10500.0,12.12,36.0,major_purchase,5.42,NY,RENT,5000.0,700.0,4.0,502.0,0.0,2.0
74855,25000,24950.0,21.49,60.0,debt_consolidation,23.79,NV,MORTGAGE,5666.67,690.0,8.0,27699.0,1.0,8.0
61143,21000,21000.0,14.33,60.0,debt_consolidation,6.16,OH,MORTGAGE,8333.33,715.0,10.0,22196.0,0.0,10.0
103140,14400,14400.0,14.26,36.0,debt_consolidation,24.41,PA,MORTGAGE,5833.33,685.0,9.0,25515.0,5.0,8.0
49664,9600,9600.0,10.74,36.0,debt_consolidation,8.62,MA,RENT,3458.33,720.0,4.0,8915.0,0.0,10.0
17864,12000,12000.0,8.88,60.0,credit_card,19.38,MT,MORTGAGE,4000.0,795.0,7.0,143151.0,0.0,4.0
14831,10000,10000.0,11.86,36.0,major_purchase,11.15,GA,OWN,13333.0,705.0,12.0,36672.0,2.0,1.0
35303,4000,4000.0,14.65,36.0,moving,22.38,CA,RENT,4000.0,665.0,10.0,18833.0,2.0,0.0
94468,20000,20000.0,21.49,36.0,debt_consolidation,19.1,FL,RENT,6000.0,665.0,7.0,21202.0,2.0,10.0
100313,31300,31300.0,22.95,60.0,debt_consolidation,34.06,MD,OWN,5833.33,665.0,11.0,25344.0,0.0,5.0
74445,6900,6900.0,7.9,36.0,home_improvement,14.18,MI,OWN,2750.0,710.0,14.0,4087.0,0.0,6.0
23377,30000,17982.94,17.88,60.0,wedding,24.36,NY,RENT,5632.33,690.0,10.0,24217.0,0.0,5.0
32593,2000,2000.0,12.42,36.0,wedding,1.99,NY,RENT,2518.75,675.0,5.0,985.0,0.0,7.0
41282,12000,12000.0,7.9,36.0,credit_card,13.18,NJ,OWN,5833.33,725.0,8.0,9866.0,0.0,4.0
22718,3300,3300.0,10.37,36.0,small_business,5.47,AL,RENT,3125.0,690.0,8.0,2623.0,0.0,7.0
86599,25000,25000.0,14.33,36.0,credit_card,14.92,CA,MORTGAGE,10000.0,695.0,16.0,46708.0,0.0,10.0
10917,6000,5950.0,10.38,36.0,debt_consolidation,6.61,GA,RENT,2300.0,720.0,5.0,4006.0,1.0,2.0
101429,3250,3250.0,21.0,36.0,small_business,31.84,OR,RENT,2858.33,690.0,5.0,17662.0,0.0,6.0
16221,16500,16175.0,12.23,60.0,home_improvement,6.41,MA,MORTGAGE,5833.33,715.0,8.0,30455.0,2.0,0.0
79704,31000,31000.0,21.0,60.0,debt_consolidation,11.48,NY,RENT,5833.33,705.0,12.0,27120.0,0.0,0.0
94981,4000,4000.0,14.33,36.0,debt_consolidation,2.95,KS,MORTGAGE,2916.67,750.0,2.0,2476.0,0.0,10.0
30378,6000,6000.0,17.49,36.0,moving,1.58,MD,RENT,4416.67,665.0,3.0,2426.0,2.0,8.0
101294,7500,7500.0,6.62,36.0,debt_consolidation,13.13,PA,MORTGAGE,9583.33,710.0,20.0,22464.0,0.0,4.0
30341,12000,11975.0,8.49,36.0,debt_consolidation,8.36,CA,RENT,4500.0,745.0,12.0,8422.0,0.0,10.0
99706,20000,20000.0,18.49,36.0,debt_consolidation,21.8,CA,RENT,6666.67,685.0,20.0,22990.0,6.0,10.0
80944,24000,24000.0,22.47,60.0,debt_consolidation,30.97,VA,MORTGAGE,10104.17,675.0,14.0,37686.0,0.0,10.0
54289,7500,7500.0,19.99,36.0,debt_consolidation,19.06,CA,RENT,3348.0,660.0,8.0,5322.0,0.0,10.0
101647,6250,900.0,17.54,36.0,debt_consolidation,19.85,IN,RENT,2916.67,655.0,17.0,17659.0,9.0,0.0
21203,5000,4900.0,6.92,36.0,home_improvement,10.59,TX,MORTGAGE,7083.33,755.0,9.0,0.0,3.0,1.0
18933,10000,10000.0,10.74,36.0,small_business,22.74,NY,MORTGAGE,5416.67,710.0,4.0,20143.0,1.0,10.0
17315,12000,11341.5,6.91,36.0,debt_consolidation,17.92,WA,RENT,5200.0,710.0,16.0,8182.0,0.0,0.0
2987,7000,6775.0,9.32,36.0,debt_consolidation,8.34,CA,RENT,5000.0,745.0,6.0,3337.0,1.0,0.0
28478,4000,4000.0,7.49,36.0,car,0.52,CA,RENT,5416.67,755.0,4.0,929.0,0.0,1.0
66430,7800,7800.0,13.11,36.0,credit_card,15.56,FL,MORTGAGE,5000.0,680.0,8.0,12889.0,0.0,5.0
40357,15000,15000.0,15.27,36.0,debt_consolidation,15.58,WV,RENT,6666.67,680.0,11.0,23226.0,1.0,2.0
68833,14125,14125.0,18.49,36.0,debt_consolidation,8.1,NY,RENT,3000.0,670.0,6.0,8992.0,1.0,10.0
23553,8000,8000.0,5.42,36.0,credit_card,4.47,CA,OWN,3936.0,780.0,7.0,5235.0,0.0,10.0
29165,4325,4325.0,7.49,36.0,credit_card,5.47,FL,MORTGAGE,3691.67,715.0,9.0,5074.0,0.0,10.0
40616,15000,15000.0,13.49,36.0,car,9.73,VA,RENT,3000.0,705.0,9.0,7005.0,1.0,4.0
63687,12000,12000.0,10.16,36.0,debt_consolidation,28.01,NY,RENT,2916.67,710.0,8.0,6913.0,0.0,3.0
41195,6575,6575.0,8.9,36.0,debt_consolidation,4.39,FL,MORTGAGE,7500.0,710.0,5.0,6670.0,0.0,8.0
78765,9000,9000.0,10.16,36.0,debt_consolidation,13.76,CA,RENT,5166.67,710.0,10.0,6490.0,0.0,10.0
15631,4500,4500.0,8.88,36.0,credit_card,7.07,OR,MORTGAGE,5250.0,710.0,10.0,9356.0,2.0,9.0
9367,20000,19875.0,10.25,36.0,credit_card,13.38,FL,MORTGAGE,10000.0,750.0,14.0,25668.0,1.0,8.0
9658,1950,1950.0,13.11,36.0,other,15.08,CA,RENT,2600.0,680.0,6.0,4100.0,1.0,3.0
41411,35000,35000.0,16.29,36.0,debt_consolidation,17.17,NY,MORTGAGE,39583.33,705.0,14.0,55965.0,2.0,10.0
92344,8000,8000.0,14.09,36.0,credit_card,16.22,OK,RENT,4166.67,675.0,12.0,16838.0,0.0,5.0
25040,15000,15000.0,10.59,36.0,medical,7.55,CA,RENT,8750.0,740.0,6.0,6056.0,1.0,9.0
20709,5650,5650.0,7.66,36.0,debt_consolidation,16.49,GA,MORTGAGE,5100.0,700.0,6.0,9863.0,0.0,1.0
89473,6800,6800.0,15.8,36.0,debt_consolidation,15.43,NC,RENT,2708.33,680.0,5.0,2964.0,0.0,1.0
97353,3000,3000.0,19.05,36.0,other,28.74,CA,MORTGAGE,7116.25,660.0,7.0,7416.0,0.0,10.0
76770,5675,5675.0,11.14,36.0,debt_consolidation,29.4,CA,RENT,2333.33,705.0,6.0,9687.0,1.0,5.0
11185,12000,12000.0,17.93,60.0,debt_consolidation,0.72,KY,MORTGAGE,6500.0,670.0,4.0,1549.0,1.0,10.0
91147,11100,11100.0,15.31,36.0,debt_consolidation,12.03,WA,MORTGAGE,2666.67,680.0,12.0,8990.0,0.0,10.0
77149,16000,16000.0,19.05,60.0,debt_consolidation,17.82,NY,RENT,6666.67,690.0,16.0,11232.0,2.0,5.0
29794,4800,4800.0,10.59,36.0,debt_consolidation,20.21,IL,RENT,2666.67,710.0,5.0,3831.0,1.0,6.0
68987,6200,6200.0,15.31,36.0,credit_card,20.52,CA,RENT,1940.0,665.0,5.0,16850.0,0.0,
68857,6000,6000.0,10.16,36.0,credit_card,15.88,CA,OWN,5166.67,710.0,13.0,8862.0,3.0,7.0
17655,2250,2250.0,10.36,36.0,car,17.97,GA,OWN,5833.33,680.0,12.0,14637.0,0.0,2.0
11779,24000,14860.05,13.61,60.0,debt_consolidation,10.77,OH,MORTGAGE,7750.0,715.0,11.0,2594.0,2.0,5.0
60117,10000,10000.0,12.12,36.0,debt_consolidation,5.84,PA,RENT,4333.33,695.0,6.0,4665.0,0.0,1.0
101061,10000,10000.0,14.09,36.0,debt_consolidation,17.15,AZ,MORTGAGE,10416.67,670.0,12.0,12492.0,4.0,10.0
95951,12000,12000.0,13.11,36.0,credit_card,6.1,IL,MORTGAGE,4833.33,665.0,9.0,12025.0,0.0,9.0
99334,12000,12000.0,13.11,36.0,debt_consolidation,18.32,NC,RENT,3916.67,690.0,14.0,12134.0,0.0,8.0
3079,20800,13796.59,12.21,36.0,credit_card,16.94,TX,MORTGAGE,5833.33,750.0,11.0,14337.0,0.0,10.0
33181,8000,8000.0,12.69,36.0,debt_consolidation,17.1,SC,MORTGAGE,7083.0,695.0,11.0,9345.0,3.0,4.0
77578,10000,10000.0,10.16,36.0,debt_consolidation,11.98,CA,RENT,4166.67,705.0,9.0,10979.0,0.0,4.0
34744,6000,6000.0,14.27,36.0,debt_consolidation,7.64,IL,MORTGAGE,5184.75,675.0,8.0,14422.0,0.0,2.0
81395,4500,4500.0,12.12,36.0,debt_consolidation,14.32,AZ,RENT,1250.0,675.0,8.0,6265.0,0.0,5.0
27061,3600,3600.0,7.49,36.0,medical,15.72,TX,RENT,2500.0,740.0,8.0,650.0,0.0,0.0
70210,11200,11200.0,15.8,36.0,debt_consolidation,12.15,FL,RENT,2666.67,675.0,9.0,5666.0,1.0,10.0
10441,4000,3925.0,11.49,36.0,other,13.98,VA,MORTGAGE,4700.0,695.0,7.0,19310.0,3.0,
24517,6000,6000.0,13.49,60.0,debt_consolidation,14.34,KY,RENT,3458.0,690.0,6.0,2072.0,0.0,10.0
76286,17000,17000.0,13.11,36.0,debt_consolidation,15.33,CO,MORTGAGE,10666.67,720.0,18.0,26539.0,1.0,10.0
94792,8000,8000.0,13.11,36.0,debt_consolidation,6.74,UT,MORTGAGE,4583.33,665.0,13.0,9085.0,1.0,10.0
4921,2800,2800.0,7.4,36.0,educational,7.96,MD,MORTGAGE,4158.0,805.0,12.0,562.0,0.0,8.0
56382,12375,12375.0,6.03,36.0,debt_consolidation,19.24,PA,MORTGAGE,6750.0,790.0,11.0,8135.0,0.0,1.0
96461,18825,18825.0,17.27,60.0,credit_card,33.15,MI,MORTGAGE,3583.33,690.0,12.0,13426.0,0.0,8.0
82091,9600,9600.0,11.14,36.0,debt_consolidation,23.62,CO,MORTGAGE,4389.92,715.0,10.0,2195.0,1.0,8.0
72589,14400,14400.0,13.11,36.0,credit_card,10.75,CA,RENT,5000.0,680.0,13.0,19772.0,0.0,8.0
14073,6000,6000.0,17.56,60.0,vacation,14.88,NJ,OWN,4416.67,660.0,9.0,28349.0,3.0,10.0
48356,9000,9000.0,6.03,36.0,major_purchase,9.29,NY,MORTGAGE,14166.67,770.0,13.0,40909.0,0.0,4.0
14728,20000,19850.0,11.86,60.0,wedding,15.94,NJ,RENT,4166.67,735.0,11.0,3202.0,0.0,3.0
20698,15000,15000.0,13.06,36.0,house,22.69,FL,MORTGAGE,3750.0,685.0,12.0,21016.0,0.0,10.0
94912,20000,20000.0,11.14,60.0,debt_consolidation,23.27,WA,MORTGAGE,9166.67,735.0,24.0,53494.0,2.0,10.0
25018,13750,13750.0,19.69,60.0,medical,22.01,FL,MORTGAGE,2916.67,665.0,7.0,4690.0,2.0,2.0
103622,6000,6000.0,17.19,60.0,home_improvement,17.8,VA,MORTGAGE,13625.0,675.0,10.0,26688.0,4.0,10.0
49201,20000,20000.0,7.9,36.0,debt_consolidation,10.32,AR,MORTGAGE,10400.0,735.0,14.0,15626.0,0.0,2.0
25680,12800,12800.0,11.49,60.0,home_improvement,20.04,NC,MORTGAGE,3333.33,720.0,13.0,24723.0,0.0,5.0
71671,6000,6000.0,6.03,36.0,debt_consolidation,7.77,NY,MORTGAGE,3666.67,780.0,19.0,6275.0,1.0,4.0
39314,12000,12000.0,7.51,36.0,debt_consolidation,13.3,CA,RENT,7166.67,735.0,16.0,13715.0,1.0,4.0
96016,12500,12500.0,13.11,36.0,credit_card,27.76,PA,RENT,3416.67,690.0,12.0,14174.0,0.0,6.0
37380,5000,5000.0,17.58,36.0,other,5.33,AZ,RENT,1800.0,665.0,2.0,1749.0,0.0,0.0
72539,4950,4950.0,14.33,36.0,debt_consolidation,8.95,FL,OWN,2916.67,675.0,11.0,7931.0,2.0,6.0
63746,30000,30000.0,13.11,60.0,other,16.32,CA,RENT,20416.67,755.0,6.0,0.0,0.0,2.0
90871,10000,10000.0,12.12,36.0,debt_consolidation,13.81,IL,MORTGAGE,6083.33,670.0,13.0,19263.0,1.0,8.0
46022,6000,6000.0,14.65,36.0,debt_consolidation,11.89,TX,MORTGAGE,14333.33,670.0,11.0,31640.0,1.0,10.0
46841,24000,24000.0,7.9,36.0,debt_consolidation,20.87,TX,MORTGAGE,10166.67,750.0,15.0,29523.0,1.0,2.0
20801,14000,14000.0,10.0,60.0,debt_consolidation,10.4,NJ,MORTGAGE,11333.33,745.0,6.0,27477.0,0.0,4.0
24542,6000,6000.0,7.49,36.0,credit_card,19.33,IL,RENT,2100.0,715.0,8.0,2376.0,0.0,2.0
76320,22400,22400.0,13.11,36.0,debt_consolidation,16.08,PA,RENT,7375.0,690.0,8.0,9673.0,0.0,10.0
43622,8000,8000.0,7.9,36.0,vacation,0.0,NY,RENT,7300.0,795.0,2.0,0.0,0.0,10.0
63810,24575,24550.0,20.49,36.0,credit_card,19.28,CO,MORTGAGE,5166.67,665.0,8.0,23157.0,0.0,10.0
104166,8000,8000.0,14.83,60.0,credit_card,6.29,NJ,MORTGAGE,4833.33,675.0,8.0,9676.0,4.0,6.0
93723,10000,10000.0,14.33,36.0,debt_consolidation,12.69,FL,MORTGAGE,7916.67,670.0,11.0,8271.0,3.0,6.0
38826,29000,27884.92,10.65,60.0,debt_consolidation,3.9,NH,MORTGAGE,15000.0,745.0,12.0,55964.0,0.0,10.0
61123,5400,5400.0,6.03,36.0,credit_card,4.16,SD,OWN,2333.33,805.0,9.0,4224.0,0.0,6.0
75477,12375,12375.0,6.62,36.0,debt_consolidation,31.0,PA,MORTGAGE,3500.0,735.0,16.0,14037.0,0.0,2.0
54656,30000,30000.0,16.29,60.0,debt_consolidation,21.2,GA,MORTGAGE,6666.67,720.0,14.0,32854.0,2.0,10.0
34996,5000,5000.0,6.03,36.0,major_purchase,2.92,NY,RENT,3033.0,770.0,7.0,3663.0,0.0,8.0
38741,6200,6200.0,18.64,60.0,credit_card,10.61,WA,MORTGAGE,4250.0,670.0,9.0,5936.0,3.0,9.0
29942,7000,7000.0,7.49,36.0,major_purchase,7.26,PA,OWN,6280.0,750.0,14.0,353.0,0.0,4.0
73179,29175,29175.0,21.0,60.0,credit_card,8.83,MA,RENT,12500.0,695.0,9.0,15308.0,2.0,4.0
29754,35000,33645.15,17.49,60.0,debt_consolidation,6.01,NY,MORTGAGE,16133.33,725.0,11.0,32222.0,0.0,2.0
24598,6000,6000.0,16.89,60.0,debt_consolidation,9.04,NY,RENT,2400.0,680.0,7.0,7261.0,2.0,2.0
40139,35000,35000.0,12.42,60.0,debt_consolidation,12.79,OK,MORTGAGE,12083.33,730.0,15.0,18385.0,0.0,0.0
3201,16400,12136.46,13.79,36.0,small_business,17.43,VA,MORTGAGE,6074.17,680.0,14.0,23831.0,2.0,1.0
28230,8450,8450.0,13.49,60.0,major_purchase,12.73,TX,MORTGAGE,1375.0,775.0,2.0,0.0,1.0,2.0
51424,18000,18000.0,17.99,36.0,debt_consolidation,20.18,WA,RENT,6916.67,665.0,15.0,23786.0,0.0,10.0
28451,12375,12325.0,13.49,36.0,debt_consolidation,24.95,AZ,MORTGAGE,4416.67,675.0,7.0,32725.0,0.0,9.0
30070,10000,10000.0,5.42,36.0,home_improvement,1.69,CA,MORTGAGE,8000.0,795.0,6.0,8974.0,0.0,3.0
87108,2000,2000.0,14.09,36.0,debt_consolidation,28.46,MI,MORTGAGE,3513.33,680.0,18.0,23635.0,3.0,10.0
98762,12000,12000.0,21.98,60.0,debt_consolidation,12.94,OH,MORTGAGE,2866.5,665.0,5.0,9626.0,1.0,10.0
60055,5000,5000.0,7.62,36.0,other,16.32,MA,RENT,3750.0,740.0,6.0,1703.0,3.0,8.0
34591,12000,12000.0,6.03,36.0,major_purchase,2.55,MO,MORTGAGE,3416.67,785.0,6.0,3732.0,0.0,10.0
57677,6000,6000.0,13.99,36.0,home_improvement,12.98,WY,MORTGAGE,10000.0,665.0,9.0,8230.0,0.0,5.0
24590,13000,12975.0,9.99,60.0,home_improvement,8.77,OH,MORTGAGE,10500.0,800.0,8.0,6810.0,0.0,10.0
96693,4750,4700.0,17.27,36.0,other,18.33,FL,MORTGAGE,3583.33,755.0,11.0,2964.0,2.0,5.0
71481,10000,9925.0,18.49,36.0,small_business,13.37,OR,MORTGAGE,11250.0,665.0,13.0,16740.0,2.0,10.0
80956,1000,1000.0,15.31,36.0,moving,24.65,NV,OWN,3176.0,675.0,6.0,10982.0,2.0,5.0
92077,9600,9600.0,16.29,36.0,debt_consolidation,26.5,TX,RENT,5166.67,670.0,14.0,5639.0,0.0,3.0
72346,3625,3625.0,14.09,36.0,debt_consolidation,11.32,FL,MORTGAGE,3895.0,665.0,9.0,12251.0,0.0,10.0
96897,10000,10000.0,13.11,36.0,debt_consolidation,8.11,CO,OWN,3500.0,685.0,11.0,11401.0,1.0,10.0
34644,19425,19400.0,12.42,60.0,debt_consolidation,18.45,CA,MORTGAGE,3225.23,745.0,10.0,6782.0,1.0,2.0
56674,8400,8400.0,13.67,36.0,credit_card,17.0,TX,RENT,4583.33,695.0,14.0,20318.0,2.0,5.0
24980,10000,10000.0,13.99,36.0,debt_consolidation,18.14,CA,RENT,4166.67,680.0,9.0,10545.0,1.0,3.0
13069,6000,6000.0,13.23,36.0,debt_consolidation,22.47,FL,MORTGAGE,9367.0,685.0,13.0,33815.0,0.0,1.0
70800,10000,10000.0,14.33,36.0,debt_consolidation,25.01,NV,RENT,4666.67,670.0,9.0,19479.0,0.0,10.0
54229,6000,6000.0,12.12,36.0,debt_consolidation,16.39,NM,RENT,1312.08,675.0,7.0,12475.0,0.0,1.0
89139,16000,16000.0,15.31,60.0,major_purchase,15.74,NY,RENT,11250.0,675.0,10.0,15550.0,0.0,2.0
91401,22000,21925.0,17.27,36.0,credit_card,18.02,CA,MORTGAGE,8666.67,660.0,12.0,9317.0,2.0,10.0
15083,25000,24950.0,21.27,36.0,credit_card,8.33,CA,MORTGAGE,12500.0,670.0,3.0,26057.0,0.0,10.0
84592,13200,13200.0,19.72,36.0,credit_card,9.07,CA,MORTGAGE,5083.33,665.0,5.0,10771.0,0.0,10.0
16548,24000,14450.0,9.99,60.0,debt_consolidation,8.08,AL,MORTGAGE,8083.33,765.0,9.0,13559.0,0.0,10.0
3591,12250,2200.0,15.05,36.0,debt_consolidation,23.8,GA,MORTGAGE,7416.67,660.0,13.0,19136.0,1.0,8.0
91669,21000,21000.0,11.14,60.0,debt_consolidation,16.18,NY,MORTGAGE,7083.33,705.0,8.0,22298.0,1.0,9.0
66349,9000,9000.0,14.33,36.0,credit_card,15.36,CO,MORTGAGE,7083.33,685.0,19.0,11077.0,1.0,2.0
59388,5000,5000.0,11.14,36.0,credit_card,18.3,OH,RENT,4665.83,690.0,21.0,4677.0,0.0,4.0
44394,35000,34975.0,8.9,36.0,debt_consolidation,17.9,LA,OWN,8750.0,775.0,8.0,31600.0,3.0,0.0
85008,20000,20000.0,21.98,60.0,credit_card,25.48,NY,OTHER,6416.67,670.0,15.0,14115.0,0.0,10.0
