,TARGET_B,ID,TARGET_D,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll,DemCluster,DemAge,DemGender,DemHomeOwner,DemMedHomeValue,DemPctVeterans,DemMedIncome
7325,1,147956,5.0,2,6,1,3,10.0,12.5,9.17,15.0,15,53,10,22,33,5,11,12,A,0,9,53.0,F,H,248100.0,10,35110.0
7326,1,148030,10.0,2,12,0,5,20.0,13.5,6.08,,18,121,12,32,66,5,5,30,A,0,4,,F,U,187500.0,32,0.0
7327,0,148025,,3,16,2,10,14.0,13.33,10.81,14.0,18,93,13,33,67,6,15,26,S,1,13,,F,H,375700.0,18,48925.0
7328,1,148022,10.0,3,13,2,7,10.0,10.0,6.08,10.0,16,86,14,35,61,6,16,23,S,1,4,51.0,F,H,209800.0,12,48925.0
7329,0,148049,,2,10,1,6,35.0,35.0,25.0,35.0,17,125,13,32,73,6,16,32,A,0,3,65.0,F,U,372900.0,50,0.0
7330,1,2415,25.0,2,2,1,1,25.0,17.5,17.5,10.0,16,20,22,27,27,10,12,12,F,0,13,42.0,F,H,550100.0,22,82540.0
7331,0,6511,,3,22,1,9,18.0,14.67,15.05,10.0,26,105,15,37,76,7,18,29,A,1,11,86.0,F,H,400000.0,32,90255.0
7332,0,148104,,3,9,2,6,25.0,25.0,19.0,25.0,22,101,13,32,65,6,16,27,A,1,12,61.0,M,H,209200.0,35,72116.0
7333,0,148092,,3,6,3,4,20.0,17.33,17.33,17.33,26,42,10,32,35,5,16,15,A,1,13,84.0,M,H,326600.0,27,72116.0
7334,0,148079,,1,1,1,1,25.0,25.0,25.0,25.0,17,17,11,16,14,5,7,6,F,0,14,,U,U,380100.0,30,0.0
7335,1,148153,11.0,9,35,6,21,60.0,16.22,8.89,18.83,20,124,14,34,80,6,17,33,S,1,24,35.0,F,H,357600.0,26,97052.0
7336,1,148143,20.0,2,9,0,5,20.0,13.5,6.67,,17,73,8,23,38,4,4,16,A,1,24,,F,H,399200.0,22,97052.0
7337,1,148141,14.0,6,11,4,6,13.0,11.83,11.0,12.25,20,76,15,35,59,6,16,23,S,1,24,50.0,F,U,357600.0,26,0.0
7338,0,148132,,2,3,2,3,15.0,15.0,11.67,15.0,19,44,10,28,33,4,12,13,A,0,34,47.0,F,H,318500.0,22,97052.0
7339,1,148131,20.0,3,4,0,1,15.0,11.67,10.0,,26,42,9,28,29,4,4,12,A,0,24,41.0,F,H,399200.0,22,97052.0
7340,1,148166,20.0,2,4,1,2,50.0,30.0,18.75,10.0,18,28,14,28,26,6,13,11,A,0,13,,F,U,537200.0,29,0.0
7341,0,148160,,1,1,1,1,15.0,15.0,15.0,15.0,15,15,7,9,9,2,3,3,E,0,14,,F,H,535900.0,29,112339.0
7342,1,148227,10.0,2,4,0,2,28.0,17.5,10.75,,17,53,14,31,37,6,6,14,A,1,12,69.0,M,H,241300.0,31,52608.0
7343,0,148215,,3,3,1,1,15.0,13.67,13.67,10.0,18,23,14,25,22,6,11,9,N,0,2,47.0,F,H,250900.0,31,52608.0
7344,1,148213,14.0,2,2,2,2,15.0,12.5,12.5,12.5,15,21,10,16,15,5,8,7,N,0,12,68.0,M,H,277600.0,30,52608.0
7345,0,148249,,1,1,0,0,20.0,20.0,20.0,,16,16,11,15,13,5,5,6,F,0,6,42.0,F,H,209200.0,38,52106.0
7346,0,13989,,3,12,1,6,25.0,40.33,28.83,35.0,18,126,26,48,80,5,16,31,A,1,6,49.0,F,H,215600.0,25,52106.0
7347,1,8880,25.0,6,12,4,7,25.0,25.83,24.17,26.25,4,79,26,47,97,10,21,31,A,1,13,53.0,F,H,259600.0,31,79646.0
7348,0,148360,,2,8,1,3,40.0,40.0,31.5,40.0,22,68,13,35,55,6,17,23,A,0,20,30.0,M,U,236900.0,37,0.0
7349,0,148351,,6,13,5,9,7.0,5.83,4.54,5.6,18,57,11,29,43,5,15,19,S,1,11,75.0,M,H,276600.0,30,71189.0
7350,0,148336,,2,2,2,2,20.0,15.0,15.0,15.0,18,32,10,24,22,4,10,9,A,0,11,33.0,F,H,277200.0,36,71189.0
7351,1,149117,30.0,2,2,1,1,15.0,15.0,15.0,15.0,19,24,12,23,22,6,11,9,N,0,25,,F,H,254900.0,21,83472.0
7352,0,148402,,2,8,1,5,16.0,13.0,11.0,10.0,15,68,11,27,48,5,12,19,A,1,35,45.0,M,U,299400.0,30,0.0
7353,0,148391,,1,1,1,1,25.0,25.0,25.0,25.0,25,25,7,19,16,3,8,7,N,0,29,76.0,F,H,171300.0,61,83472.0
7354,1,4693,18.0,9,41,4,18,18.0,17.44,12.15,18.25,5,126,31,53,127,9,20,36,S,1,24,57.0,F,H,242100.0,28,83472.0
7355,0,148427,,2,2,1,1,16.0,13.0,13.0,10.0,19,29,10,23,22,4,10,9,A,0,24,41.0,F,H,278100.0,26,60011.0
7356,0,148465,,1,1,1,1,25.0,25.0,25.0,25.0,24,24,10,20,18,4,8,7,N,0,15,,F,H,323100.0,23,55978.0
7357,0,148520,,2,15,1,10,12.0,11.0,6.57,10.0,21,126,10,27,66,4,12,30,A,1,7,78.0,M,H,240000.0,15,60727.0
7358,1,148511,20.0,1,4,0,2,20.0,20.0,11.75,,25,67,4,17,36,2,2,13,A,1,15,,F,U,323100.0,23,0.0
7359,0,148939,,2,7,2,4,20.0,18.0,11.29,18.0,22,87,12,32,56,6,15,21,A,0,35,,U,H,341200.0,27,92525.0
7360,1,148546,6.0,5,15,1,8,5.0,5.8,5.13,7.0,15,104,12,31,61,5,13,25,S,1,14,85.0,M,H,428600.0,26,92525.0
7361,1,148544,10.0,4,10,2,7,15.0,16.25,13.6,20.0,18,100,13,34,64,6,17,29,S,1,14,58.0,F,U,428600.0,26,92525.0
7362,1,148523,25.0,1,1,1,1,15.0,15.0,15.0,15.0,16,16,11,16,13,4,6,5,F,0,14,79.0,M,H,428600.0,26,92525.0
7363,1,1068,5.0,6,43,6,25,5.0,5.83,6.16,5.83,18,126,19,40,100,5,16,34,S,1,14,66.0,F,H,352800.0,36,92525.0
7364,1,148572,5.0,5,7,2,2,4.0,4.4,5.14,5.0,18,35,12,28,27,6,13,11,A,1,6,70.0,M,U,183800.0,18,0.0
7365,0,148571,,2,3,0,0,25.0,25.0,23.33,,18,39,13,31,32,6,6,13,A,0,8,34.0,F,U,138600.0,7,38710.0
7366,1,148569,19.0,3,5,1,2,16.0,12.0,10.4,10.0,20,40,12,33,35,6,16,15,A,0,10,58.0,M,U,144300.0,9,0.0
7367,0,148565,,2,2,1,1,20.0,15.0,15.0,10.0,18,29,11,24,22,4,10,9,A,0,19,49.0,M,U,154900.0,8,38710.0
7368,1,148636,10.0,3,9,2,4,10.0,15.0,11.0,15.0,18,68,13,34,55,6,16,21,A,0,7,85.0,F,U,239200.0,15,0.0
7369,0,148599,,1,1,1,1,20.0,20.0,20.0,20.0,21,21,9,15,14,4,7,6,F,0,6,47.0,F,U,203700.0,30,45048.0
7370,0,148715,,4,11,2,5,17.0,15.5,10.18,15.0,20,68,15,36,53,6,17,21,A,1,19,70.0,F,H,163200.0,22,40629.0
7371,0,148658,,1,2,1,2,20.0,20.0,11.5,20.0,18,56,9,12,16,4,6,7,A,0,8,,F,H,155500.0,12,40629.0
7372,0,148719,,2,5,2,4,22.0,19.0,16.0,19.0,22,66,11,30,48,5,13,19,A,0,19,,F,U,166300.0,22,0.0
7373,1,143787,10.0,3,3,2,2,25.0,21.67,21.67,22.5,22,27,13,27,25,6,13,11,A,0,3,,F,U,242300.0,24,0.0
7374,1,148814,15.0,2,8,1,5,15.0,13.0,10.38,11.0,18,67,13,34,51,6,16,21,A,0,13,45.0,F,H,319400.0,37,68282.0
7375,0,148806,,1,5,1,2,20.0,20.0,14.4,20.0,23,64,12,31,46,6,14,17,A,0,5,,M,H,237300.0,21,68282.0
7376,1,148795,10.0,4,5,1,1,10.0,6.75,6.4,10.0,16,39,13,33,32,6,15,14,S,1,12,43.0,M,H,225900.0,36,68282.0
7377,1,148354,8.0,3,7,2,4,4.0,10.67,8.43,11.0,15,64,15,33,48,6,14,17,A,1,11,,U,U,220600.0,18,0.0
7378,0,148841,,3,22,2,14,10.0,10.0,6.59,10.0,20,124,13,33,79,6,17,34,S,1,6,76.0,M,H,204600.0,30,54217.0
7379,1,148840,11.0,4,11,3,9,15.0,13.75,10.82,15.0,19,124,14,35,70,6,16,29,A,0,2,77.0,F,H,217100.0,20,54217.0
7380,0,148829,,4,8,2,3,17.0,15.5,14.13,15.5,18,62,13,35,52,6,17,20,S,1,6,38.0,M,H,179700.0,26,54217.0
7381,1,186232,22.0,6,11,4,6,22.0,13.33,10.82,15.5,10,41,21,41,43,7,17,17,A,0,0,,M,U,224200.0,0,54217.0
7382,0,7103,,2,11,1,6,10.0,10.0,12.36,10.0,23,93,13,34,73,6,16,26,A,1,0,67.0,M,U,333300.0,0,79008.0
7383,1,10145,5.0,4,14,3,5,5.0,9.75,8.93,8.33,16,68,29,44,73,4,13,18,A,0,24,43.0,F,H,236200.0,24,79008.0
7384,0,9461,,1,10,0,5,10.0,12.0,15.7,,15,86,31,50,86,6,6,23,S,1,24,48.0,M,U,236200.0,24,0.0
7385,1,148876,7.0,6,17,5,13,4.0,5.5,4.76,5.6,17,123,12,31,69,6,15,29,S,1,27,57.0,F,H,220100.0,23,79008.0
7386,1,148869,15.0,1,8,0,5,15.0,15.0,13.38,,26,84,10,32,55,5,5,24,A,1,24,33.0,M,U,236200.0,24,0.0
7387,1,148911,10.0,2,4,1,2,20.0,20.0,15.5,20.0,25,43,11,33,37,6,17,17,A,0,28,25.0,F,H,195300.0,32,65740.0
7388,1,148883,21.0,1,1,1,1,15.0,15.0,15.0,15.0,20,20,8,15,13,3,6,5,F,0,35,50.0,M,H,225200.0,27,65740.0
7389,1,12370,20.0,0,1,0,0,450.0,0.0,450.0,,23,23,25,25,38,6,6,8,N,0,24,,F,H,206700.0,24,65740.0
7390,1,148949,36.0,2,2,1,1,36.0,36.0,36.0,36.0,26,33,11,28,26,5,13,11,A,0,6,73.0,F,H,179500.0,26,41190.0
7391,1,148946,10.0,1,2,1,1,6.0,20.0,13.0,20.0,15,17,10,14,13,4,6,5,F,0,8,,F,H,175600.0,17,0.0
7392,1,148969,10.0,6,9,2,5,10.0,10.17,9.11,10.0,18,52,11,32,41,6,16,17,S,1,24,,F,U,237700.0,29,0.0
7393,1,148998,25.0,2,11,1,6,20.0,20.0,16.82,20.0,19,86,13,35,66,6,17,25,A,1,24,50.0,U,U,323300.0,28,0.0
7394,1,148991,25.0,2,5,0,1,25.0,23.5,19.4,,18,63,13,34,52,6,6,20,A,0,22,53.0,F,H,320900.0,24,87748.0
7395,0,148981,,2,2,2,2,20.0,20.0,20.0,20.0,16,24,11,21,19,5,9,8,N,0,24,65.0,M,H,265100.0,25,87748.0
7396,0,148633,,2,5,1,2,15.0,13.0,9.4,11.0,18,66,14,31,45,5,11,16,A,0,5,,F,U,265100.0,25,0.0
7397,1,149033,7.0,4,12,0,4,11.0,7.75,7.33,,15,93,12,28,57,5,5,21,S,1,31,69.0,F,H,351400.0,0,0.0
7398,1,12011,11.0,1,17,1,8,6.0,11.0,8.35,11.0,18,104,25,41,90,5,11,25,A,1,31,69.0,M,H,351400.0,0,0.0
7399,0,149078,,3,21,2,17,10.0,11.67,12.62,12.5,17,130,12,33,81,5,15,31,A,1,24,44.0,M,H,452100.0,36,80359.0
7400,1,149110,6.0,6,26,5,14,7.0,6.33,7.08,6.2,18,125,13,32,79,6,17,32,S,1,22,,M,U,399400.0,27,0.0
7401,0,149107,,2,5,2,5,125.0,125.0,76.4,125.0,17,93,14,33,60,6,15,24,A,0,34,,M,U,568700.0,33,0.0
7402,1,149089,20.0,2,2,2,2,20.0,21.5,21.5,21.5,22,29,12,26,24,6,13,11,A,0,34,71.0,F,H,568700.0,28,103584.0
7403,0,149142,,1,7,0,3,15.0,15.0,12.14,,25,103,12,33,65,6,6,25,A,0,24,,F,H,349400.0,37,95596.0
7404,0,149138,,5,13,3,9,8.0,7.6,7.69,8.33,17,74,10,30,55,5,15,22,S,1,24,,F,H,425800.0,27,95596.0
7405,1,149121,20.0,3,3,1,1,16.0,12.0,12.0,10.0,20,33,10,27,26,4,12,11,A,0,24,49.0,M,H,323700.0,31,95596.0
7406,1,4254,20.0,2,20,0,8,20.0,17.5,17.1,,6,109,32,50,118,7,7,30,S,1,25,49.0,M,U,173800.0,21,95596.0
7407,0,149183,,3,14,3,11,12.0,7.33,5.29,7.33,17,77,12,31,58,5,15,23,A,1,13,51.0,F,H,582500.0,28,93607.0
7408,1,149173,17.0,5,8,4,5,10.0,16.4,14.75,16.75,18,53,13,31,43,6,16,18,S,1,14,61.0,M,H,347700.0,28,93607.0
7409,0,149169,,2,6,2,3,30.0,26.0,23.67,26.0,21,44,13,33,42,6,17,17,S,1,14,,F,U,361900.0,24,0.0
7410,1,149164,25.0,4,5,1,2,25.0,16.5,14.2,20.0,18,41,13,32,34,6,16,15,A,1,13,,M,U,338500.0,39,0.0
7411,1,149152,20.0,1,1,0,0,20.0,20.0,20.0,,19,19,9,13,11,4,4,5,F,0,14,53.0,M,H,450700.0,19,93607.0
7412,1,149199,15.0,4,6,1,2,10.0,8.75,7.67,10.0,22,41,13,33,35,6,15,14,S,1,2,,M,U,266700.0,18,0.0
7413,1,149196,20.0,3,3,3,3,15.0,16.67,16.67,16.67,16,29,14,28,25,6,13,11,A,1,2,76.0,M,H,327300.0,31,75731.0
7414,0,142842,,5,5,1,1,10.0,8.4,8.4,7.0,18,27,13,26,25,6,12,10,A,1,1,,F,U,347500.0,13,0.0
7415,0,149295,,2,16,1,10,10.0,10.0,7.5,10.0,25,125,10,30,68,4,13,29,A,1,7,78.0,M,H,225600.0,16,35836.0
7416,0,149285,,5,14,4,10,6.0,6.4,5.36,6.5,16,93,12,31,59,5,14,25,S,1,3,,M,H,266000.0,15,35836.0
7417,0,149318,,1,4,0,2,20.0,20.0,15.5,,26,43,11,32,37,5,5,15,A,0,6,36.0,F,U,184600.0,30,0.0
7418,0,149378,,2,4,1,2,20.0,19.0,15.0,20.0,17,64,12,31,39,6,14,15,A,0,7,64.0,M,U,238100.0,19,0.0
7419,1,149433,35.0,2,17,0,8,30.0,28.5,15.18,,18,128,13,35,77,6,6,33,A,1,5,76.0,M,U,215900.0,31,0.0
7420,1,149429,10.0,6,33,4,19,10.0,7.83,5.48,8.25,21,110,13,33,72,6,17,33,A,1,9,84.0,F,H,228000.0,20,39094.0
7421,0,149336,,7,30,4,15,5.0,4.0,3.93,4.0,18,125,14,36,80,6,17,32,S,1,9,,F,U,184500.0,0,0.0
7422,0,149474,,3,23,3,12,25.0,24.0,10.52,24.0,24,97,12,32,68,6,17,27,A,1,3,85.0,F,H,367900.0,29,70813.0
7423,1,149506,10.0,2,12,0,4,10.0,10.0,8.42,,17,125,7,20,43,3,3,17,A,1,13,51.0,M,U,516400.0,31,0.0
7424,0,149502,,2,9,0,7,17.0,16.0,11.22,,18,92,13,33,61,6,6,25,A,1,13,,M,H,585300.0,29,118256.0
7425,0,149499,,6,11,6,9,20.0,14.17,12.64,14.17,21,68,13,31,50,5,16,20,S,1,13,,F,U,587400.0,34,0.0
7426,1,149498,20.0,2,6,1,4,20.0,25.0,21.67,30.0,26,64,11,32,57,5,16,21,A,0,13,59.0,U,H,574200.0,37,118256.0
7427,1,149414,9.0,2,15,2,9,11.0,9.5,8.47,9.5,16,65,14,32,53,6,14,20,S,1,5,51.0,F,U,424000.0,24,0.0
7428,1,13196,10.0,1,1,1,1,100.0,100.0,100.0,100.0,21,21,26,33,35,5,8,7,F,0,13,77.0,F,H,537700.0,19,118256.0
7429,1,11562,50.0,1,13,0,8,50.0,50.0,32.31,,15,123,19,35,90,3,3,27,E,0,13,72.0,F,H,343500.0,29,51250.0
7430,0,5405,,4,13,4,8,10.0,7.5,8.0,7.5,18,113,13,31,82,6,15,29,S,1,11,7.0,M,H,361700.0,13,51250.0
7431,1,149560,25.0,2,8,1,5,100.0,80.0,44.38,60.0,16,118,14,36,71,6,17,31,A,1,13,69.0,M,H,446200.0,30,60896.0
7432,1,149541,10.0,2,3,0,1,20.0,13.5,10.67,,18,40,12,31,32,6,6,13,A,0,19,61.0,F,H,181400.0,17,60896.0
7433,1,147464,30.0,1,1,1,1,20.0,20.0,20.0,20.0,17,17,10,15,13,4,6,5,F,0,13,64.0,M,H,228700.0,30,60896.0
7434,1,149598,10.0,3,20,2,12,6.0,9.67,8.95,11.0,18,101,10,27,63,5,15,26,S,1,2,,F,H,267900.0,36,62824.0
7435,1,149595,17.0,4,16,0,5,18.0,17.25,12.5,,18,86,9,31,60,4,4,23,S,1,20,37.0,M,H,254500.0,6,62824.0
7436,0,149629,,3,13,2,8,5.0,5.67,5.08,5.0,18,93,13,32,61,6,15,24,A,1,20,75.0,F,H,217000.0,22,61243.0
7437,1,149653,10.0,2,4,0,2,20.0,17.5,15.0,,25,53,12,32,40,6,6,17,A,0,7,48.0,F,U,177300.0,12,0.0
7438,1,149569,28.0,2,2,1,1,28.0,25.5,25.5,23.0,18,29,14,28,25,6,13,11,A,0,7,,F,U,250000.0,12,0.0
7439,1,149644,20.0,1,1,1,1,20.0,20.0,20.0,20.0,15,15,8,9,9,3,4,4,E,0,3,,F,U,320600.0,31,0.0
7440,0,149709,,1,1,1,1,25.0,25.0,25.0,25.0,21,21,10,16,15,5,8,7,N,0,1,33.0,F,U,512700.0,22,91106.0
7441,1,4544,20.0,4,38,1,9,20.0,21.25,19.74,20.0,9,122,59,78,174,10,19,37,A,1,3,,M,U,513200.0,35,0.0
7442,1,187259,15.0,1,1,1,1,15.0,15.0,15.0,15.0,16,16,6,8,7,2,3,3,E,0,13,,F,U,425900.0,35,0.0
7443,0,186371,,1,3,0,2,20.0,25.0,18.33,,9,41,19,35,38,7,7,12,A,0,3,43.0,M,H,578200.0,21,91106.0
7444,1,149769,46.0,2,4,0,2,36.0,28.5,22.75,,20,76,13,32,51,6,6,19,A,0,7,67.0,F,U,217200.0,13,0.0
7445,1,149767,15.0,3,9,0,1,16.0,14.67,10.44,,18,68,13,32,49,6,6,18,A,0,6,68.0,M,H,210500.0,24,32990.0
7446,1,149792,100.0,3,10,2,6,100.0,70.0,36.8,75.0,16,89,14,36,65,6,17,27,A,1,0,73.0,U,H,194900.0,0,33927.0
7447,0,149784,,4,8,2,3,15.0,13.75,12.75,13.0,18,45,13,35,41,6,17,17,A,0,9,,U,U,207200.0,16,0.0
7448,1,149777,20.0,1,1,1,1,15.0,15.0,15.0,15.0,21,21,7,13,11,3,6,5,N,0,7,45.0,F,U,221500.0,29,33927.0
7449,0,149831,,2,13,0,8,22.0,22.0,19.54,,17,116,12,31,68,6,6,30,A,1,3,65.0,U,H,465800.0,27,50578.0
7450,0,149886,,3,6,1,2,10.0,17.33,16.17,10.0,17,41,13,34,37,6,16,15,A,0,19,,F,U,153000.0,20,0.0
7451,1,149881,5.0,4,4,1,1,7.0,8.0,8.0,7.0,16,32,13,27,24,6,12,10,A,0,31,,U,U,142600.0,11,0.0
7452,0,149870,,1,1,1,1,15.0,15.0,15.0,15.0,17,17,10,15,13,4,6,5,F,0,21,,F,U,152800.0,5,0.0
7453,1,12312,95.0,3,6,2,2,219.0,79.67,122.17,76.5,6,29,30,44,48,6,13,11,A,0,31,,F,H,139800.0,22,43964.0
7454,0,149959,,6,25,4,13,19.0,17.33,11.16,16.75,19,115,14,33,74,6,17,32,S,1,21,50.0,U,U,159900.0,22,41311.0
7455,1,149956,15.0,5,31,3,17,9.0,10.4,6.55,9.33,24,122,11,33,77,5,16,31,S,1,8,47.0,F,U,161300.0,6,0.0
7456,1,157185,5.0,3,23,2,11,8.0,6.67,6.79,7.5,16,129,15,30,74,5,11,27,S,1,23,,F,U,187800.0,0,81759.0
7457,1,149970,15.0,1,1,1,1,15.0,15.0,15.0,15.0,23,23,8,18,16,3,7,6,N,0,19,,F,H,137200.0,20,81759.0
7458,1,150025,3.0,6,17,5,7,10.0,9.17,6.35,8.0,16,93,10,25,38,4,12,12,A,1,19,77.0,F,U,157700.0,27,0.0
7459,0,149999,,1,1,1,1,25.0,25.0,25.0,25.0,21,21,11,18,16,5,8,7,F,0,14,47.0,M,H,206700.0,30,59715.0
7460,0,148098,,1,4,1,4,25.0,25.0,28.75,25.0,26,67,6,27,49,3,13,19,A,1,20,2.0,F,H,162500.0,15,59715.0
7461,0,150072,,2,15,2,11,10.0,11.0,5.07,11.0,24,112,10,21,61,5,10,24,A,1,2,17.0,F,U,289700.0,29,79024.0
7462,1,150061,25.0,2,6,2,5,30.0,30.0,22.5,30.0,23,77,13,33,56,6,16,23,A,1,13,39.0,F,H,261800.0,42,79024.0
7463,1,150043,20.0,1,1,1,1,20.0,20.0,20.0,20.0,24,24,7,17,16,3,7,6,N,0,14,65.0,M,H,349100.0,28,79024.0
7464,0,150109,,8,18,6,11,10.0,10.5,9.61,10.5,15,69,14,33,58,6,17,23,S,1,24,,M,H,112600.0,23,0.0
7465,1,2151,25.0,6,40,4,19,25.0,24.17,20.8,24.0,18,110,25,46,98,11,22,36,S,1,31,47.0,M,H,112600.0,0,0.0
7466,0,150104,,6,12,4,7,10.0,5.17,4.0,5.75,22,53,12,33,42,6,16,17,S,1,35,47.0,M,H,215000.0,30,84525.0
7467,1,150097,11.0,4,5,3,3,15.0,10.5,9.8,11.33,23,39,12,32,34,6,16,15,A,0,24,41.0,F,H,220800.0,31,84525.0
7468,0,150144,,6,13,3,5,10.0,8.83,7.46,9.33,23,63,12,31,48,6,16,20,S,1,30,50.0,F,H,96200.0,27,0.0
7469,0,150091,,4,6,3,3,10.0,10.0,9.17,10.0,18,28,15,28,27,6,13,11,A,0,24,,M,U,199100.0,29,0.0
7470,1,150186,10.0,3,6,2,3,20.0,18.33,14.33,20.0,25,65,11,29,46,6,15,18,A,0,20,,F,H,216600.0,36,53750.0
7471,1,150191,11.0,5,11,3,6,13.0,11.2,9.09,10.33,18,75,13,33,52,6,15,22,A,0,20,53.0,M,H,216600.0,36,53750.0
7472,0,150181,,4,6,2,4,14.0,10.0,8.33,8.0,18,45,12,30,35,6,15,15,S,1,16,29.0,M,H,181100.0,25,53750.0
7473,1,150177,20.0,3,4,1,1,16.0,12.67,10.75,16.0,17,44,13,30,34,6,13,13,A,0,17,77.0,M,H,204400.0,23,53750.0
7474,0,150218,,9,15,9,11,3.0,5.78,5.13,5.78,15,45,13,31,39,6,17,17,S,1,20,21.0,M,U,206300.0,35,46449.0
7475,1,150260,10.0,8,22,5,15,8.0,6.38,6.59,6.4,19,128,11,33,73,6,17,33,S,1,18,77.0,F,H,218200.0,33,64110.0
7476,1,150248,25.0,1,3,0,1,25.0,25.0,19.0,,18,53,13,30,39,6,6,16,A,0,18,,M,H,218200.0,33,64110.0
7477,0,150282,,2,13,1,7,16.0,15.0,10.62,16.0,17,100,13,29,60,6,12,23,S,1,17,52.0,M,H,127800.0,23,54069.0
7478,0,150271,,4,4,0,0,10.0,7.5,7.5,,18,31,12,27,24,6,6,11,A,0,17,74.0,F,H,132600.0,19,54069.0
7479,1,150301,40.0,1,4,0,3,30.0,30.0,23.75,,24,51,11,31,41,6,6,18,A,1,10,,M,U,164200.0,10,0.0
7480,1,150292,10.0,2,2,2,2,15.0,15.0,15.0,15.0,17,21,13,20,19,6,10,8,N,1,10,81.0,M,U,143500.0,13,32331.0
7481,0,150349,,5,9,3,4,3.0,5.4,4.56,5.0,17,52,12,29,33,6,14,14,A,0,10,49.0,F,H,161600.0,0,0.0
7482,1,143069,20.0,3,5,2,3,25.0,15.33,15.2,13.0,18,41,13,33,35,6,16,15,A,1,8,71.0,M,H,343100.0,14,79042.0
7483,1,7048,15.0,3,17,2,12,15.0,13.67,9.94,15.0,7,129,19,37,79,5,14,28,S,1,11,64.0,M,U,343100.0,24,0.0
7484,1,158245,5.0,6,12,4,7,6.0,5.0,4.5,5.0,17,57,12,32,50,6,17,19,S,1,21,,M,U,199300.0,0,0.0
7485,1,150404,10.0,7,41,3,18,11.0,12.57,10.41,13.67,16,130,13,32,76,5,16,32,S,1,18,49.0,F,U,174500.0,12,58078.0
7486,0,150389,,9,22,6,12,5.0,5.22,5.0,5.17,19,57,11,32,52,5,15,21,S,1,18,69.0,F,H,178000.0,28,58078.0
7487,1,150386,30.0,2,3,0,0,17.0,16.0,14.0,,18,52,11,26,35,5,5,14,A,0,17,65.0,F,U,192100.0,26,58078.0
7488,1,150379,20.0,1,1,1,1,20.0,20.0,20.0,20.0,24,24,7,17,15,3,7,6,N,0,20,,F,U,194300.0,25,0.0
7489,0,150377,,1,1,1,1,24.0,24.0,24.0,24.0,20,20,10,17,15,4,7,6,F,0,18,53.0,F,H,223000.0,25,58078.0
7490,1,149887,15.0,2,6,2,4,15.0,15.0,10.83,15.0,23,41,12,31,37,6,15,15,A,0,31,,M,U,199300.0,11,58078.0
7491,1,150516,25.0,3,17,2,9,32.0,29.0,24.06,28.5,22,105,13,35,75,6,17,30,S,1,12,82.0,F,U,330400.0,20,0.0
7492,1,150644,35.0,2,2,2,2,35.0,32.5,32.5,32.5,17,31,14,29,27,6,13,11,A,0,2,49.0,F,H,330400.0,22,62979.0
7493,1,150497,40.0,2,2,0,0,25.0,17.5,17.5,,15,27,12,24,23,5,5,9,N,0,14,20.0,M,H,334300.0,37,62979.0
7494,0,185530,,0,1,0,0,0.0,0.0,20.0,,8,23,8,8,13,3,3,5,N,0,13,68.0,M,H,382500.0,25,62979.0
7495,1,150534,4.0,8,13,4,6,6.0,3.88,5.0,3.0,19,65,12,31,49,6,16,20,A,1,8,,U,H,162400.0,16,45165.0
7496,0,150567,,4,6,1,2,14.0,14.0,11.83,14.0,18,68,13,28,40,6,12,15,A,1,19,64.0,M,H,171900.0,18,55035.0
7497,0,150554,,2,2,1,1,17.0,16.0,16.0,15.0,18,31,10,24,22,4,10,9,A,0,17,,M,U,186700.0,16,0.0
7498,1,150595,12.0,5,10,2,4,10.0,6.0,4.4,7.5,16,76,8,23,33,4,11,12,A,0,20,82.0,M,U,212300.0,34,70545.0
7499,1,150587,20.0,4,6,2,3,15.0,13.0,10.67,15.0,22,45,12,31,35,6,14,14,A,0,18,,U,H,180500.0,24,70545.0
7500,0,150578,,2,2,1,1,20.0,20.0,20.0,20.0,18,29,10,24,22,4,10,9,A,0,23,83.0,F,H,275700.0,44,70545.0
7501,0,150603,,4,20,3,14,10.0,12.75,11.1,13.67,19,105,12,31,71,5,15,28,A,1,18,55.0,F,H,180500.0,24,70545.0
7502,1,154892,9.0,4,20,2,10,10.0,10.0,7.05,10.0,18,120,14,33,72,6,15,30,S,1,31,59.0,F,H,135300.0,47,43517.0
7503,1,150624,8.0,7,48,4,20,4.0,7.86,7.38,7.5,16,130,11,28,79,5,15,34,S,1,19,,M,H,124700.0,29,43517.0
7504,1,150684,34.0,3,9,2,6,32.0,27.0,17.67,24.5,18,101,14,32,62,6,15,28,A,1,0,,M,U,247600.0,0,0.0
7505,1,157988,10.0,8,9,3,3,6.0,6.75,6.67,6.33,17,32,14,32,30,6,15,13,S,1,14,,F,U,229400.0,28,0.0
7506,0,150711,,4,12,3,8,25.0,16.25,15.42,13.33,18,113,13,33,66,6,16,29,S,1,27,57.0,M,H,163300.0,30,0.0
7507,0,7516,,7,47,6,21,5.0,10.0,17.6,10.83,21,123,20,39,105,5,16,34,S,1,24,43.0,F,H,246400.0,37,0.0
