TARGET_B,ID,TARGET_D,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll,DemCluster,DemAge,DemGender,DemHomeOwner,DemMedHomeValue,DemPctVeterans,DemMedIncome
1,00141396,$10.00,3,4,2,2,$12.00,$10.67,$10.50,$11.00,21,28,13,26,25,6,13,11,A,1,12,,M,H,"$129,100",37,"$61,099"
0,00173189,,3,10,2,4,$25.00,$21.67,$14.20,$22.50,16,89,16,37,69,6,16,24,A,0,46,53,M,U,"$94,300",51,"$61,099"
1,00141458,$10.00,6,13,6,9,$5.00,$7.00,$5.69,$7.00,16,76,13,31,54,6,15,21,S,1,12,37,F,H,"$168,100",42,"$49,693"
1,00141666,$16.00,1,2,1,1,$6.00,$15.00,$10.50,$15.00,15,17,11,16,14,4,6,5,F,0,24,,M,U,"$110,500",51,$0
1,00141593,$5.00,7,18,4,10,$5.00,$5.43,$4.50,$5.50,15,124,14,30,64,6,14,28,S,1,02,,F,U,"$53,800",49,$0
1,00141493,$10.00,3,20,1,15,$10.00,$9.33,$5.30,$10.00,17,125,13,32,76,6,14,30,S,1,03,85,F,U,"$147,500",41,"$36,193"
1,00141468,$25.00,1,1,1,1,$25.00,$25.00,$25.00,$25.00,24,24,10,20,18,4,8,7,N,0,18,79,M,H,"$100,300",37,"$36,193"
1,00004225,$10.00,1,26,0,10,$11.00,$11.00,$7.04,,18,128,14,32,98,5,5,28,A,1,00,7,M,U,"$100,300",0,"$36,193"
1,00002519,$10.00,7,9,5,5,$10.00,$9.29,$9.44,$11.00,6,33,26,44,48,11,20,18,A,0,18,,M,H,"$72,000",30,"$58,224"
1,00141500,$18.00,4,5,2,2,$10.00,$13.00,$11.60,$11.00,15,28,13,27,26,6,13,11,A,1,18,27,M,H,"$72,000",30,"$58,224"
1,00141591,$10.00,2,16,1,10,$12.00,$11.00,$10.13,$12.00,16,126,10,23,48,4,10,21,S,1,18,73,F,U,"$88,000",38,$0
0,00141567,,5,11,3,8,$5.00,$5.00,$4.82,$5.00,19,89,12,31,55,6,14,21,A,1,12,71,M,H,"$109,000",32,"$45,827"
0,00141609,,1,4,1,1,$50.00,$15.00,$31.25,$15.00,18,35,13,31,33,6,15,13,A,0,18,,M,U,"$86,400",34,$0
1,00141645,$35.00,2,5,0,1,$30.00,$25.00,$14.80,,17,53,13,33,42,6,6,17,A,0,12,,F,U,"$144,600",39,$0
0,00141639,,2,2,1,1,$20.00,$20.00,$20.00,$20.00,18,29,10,23,21,4,10,9,A,0,18,60,M,H,"$108,500",37,"$62,114"
0,00141710,,2,10,1,7,$12.00,$11.00,$21.70,$10.00,25,130,10,29,71,5,13,30,A,1,18,68,M,H,"$89,200",30,"$54,962"
0,00141665,,1,1,1,1,$15.00,$15.00,$15.00,$15.00,17,17,10,15,13,4,6,5,F,0,24,47,F,H,"$138,300",51,"$54,962"
0,00141722,,2,2,1,1,$20.00,$15.00,$15.00,$10.00,18,30,10,24,21,4,10,9,A,0,18,41,F,H,"$95,700",47,"$68,602"
1,00141720,$5.00,2,2,2,2,$16.00,$13.00,$13.00,$13.00,21,29,10,23,22,4,10,9,A,0,35,43,F,H,"$156,900",44,"$68,602"
1,00041065,$15.00,2,2,2,2,$15.00,$12.50,$12.50,$12.50,17,29,10,23,20,4,10,9,A,0,30,63,F,H,"$156,900",31,"$68,602"
1,00141742,$8.00,2,3,1,1,$10.00,$7.50,$8.33,$10.00,19,21,12,20,17,6,10,8,N,0,40,69,M,H,"$116,700",37,"$63,175"
1,00141159,$25.00,1,1,1,1,$20.00,$20.00,$20.00,$20.00,16,16,12,17,14,5,7,6,F,0,16,54,M,U,"$115,800",31,$0
0,00141778,,3,3,2,2,$15.00,$12.33,$12.33,$12.50,24,36,10,30,30,4,13,12,A,0,24,49,F,H,"$138,300",51,"$67,630"
1,00188178,$8.00,4,22,3,14,$5.00,$8.00,$7.00,$7.33,18,106,7,15,43,2,6,19,E,1,18,,F,U,"$138,300",42,$0
0,00141814,,3,8,3,5,$20.00,$20.00,$15.63,$20.00,24,89,11,31,56,6,17,25,A,0,21,39,F,U,$0,0,$0
1,00190730,$14.00,5,20,1,13,$14.00,$13.00,$8.45,$13.00,19,127,12,33,78,5,15,33,A,1,00,83,M,U,"$39,800",31,"$46,838"
1,00141834,$8.00,4,4,2,2,$12.00,$9.50,$9.50,$7.50,15,28,13,25,24,6,11,10,A,1,44,67,F,H,"$98,400",39,"$47,597"
0,00141847,,3,4,2,2,$10.00,$10.00,$9.00,$10.00,19,29,12,25,23,6,12,10,A,0,40,79,F,H,"$79,900",45,"$46,636"
1,00012853,$12.00,3,77,2,19,$14.00,$10.33,$8.04,$8.50,15,160,29,46,126,5,13,32,S,1,41,70,F,U,"$61,400",42,"$46,636"
0,00141938,,4,6,3,4,$10.00,$9.25,$8.67,$10.00,15,44,13,31,34,6,15,15,A,0,31,,M,U,"$78,400",23,$0
1,00141888,$5.00,3,27,2,13,$5.00,$5.00,$5.07,$5.00,15,104,13,32,71,5,13,26,S,1,35,69,M,H,"$203,000",47,"$53,051"
0,00141877,,2,3,1,1,$20.00,$15.00,$16.67,$20.00,15,27,15,28,26,6,13,11,N,0,39,69,F,U,"$98,000",26,"$53,051"
0,00166005,,3,6,1,2,$15.00,$11.33,$8.50,$15.00,20,86,12,31,50,6,14,17,A,0,23,69,F,H,"$84,000",58,"$42,181"
1,00002691,$16.00,4,8,2,2,$10.00,$11.75,$10.25,$5.50,5,23,27,39,38,8,14,12,N,0,25,,U,U,"$83,400",35,$0
0,00141992,,3,17,1,10,$10.00,$10.00,$7.65,$10.00,19,128,11,31,70,4,13,30,A,1,18,75,F,H,"$108,600",33,"$59,034"
0,00142007,,10,23,6,11,$3.00,$4.40,$4.17,$4.33,18,93,12,33,58,6,17,25,S,1,13,65,F,H,"$162,500",58,"$72,485"
1,00142013,$23.00,1,1,1,1,$23.00,$23.00,$23.00,$23.00,15,15,8,10,10,3,4,4,E,0,44,53,F,H,"$100,900",37,"$36,607"
0,00142022,,2,2,2,2,$16.00,$13.00,$13.00,$13.00,24,28,10,23,22,4,10,9,A,0,44,27,M,U,"$75,100",31,"$53,492"
1,00006912,$15.00,8,48,5,15,$15.00,$15.38,$12.92,$15.40,4,101,39,57,131,11,22,33,S,1,25,71,F,H,"$61,700",29,"$37,270"
0,00142047,,2,2,1,1,$20.00,$20.00,$20.00,$20.00,18,29,10,23,20,4,10,9,A,0,42,53,M,U,"$184,400",37,$0
1,00142057,$15.00,3,5,1,2,$15.00,$15.00,$11.60,$10.00,19,45,13,30,35,6,14,14,A,0,34,7,U,U,"$247,900",31,$0
1,00003825,$15.00,2,25,0,7,$15.00,$13.50,$11.56,,8,105,38,59,122,7,7,31,S,1,18,73,M,H,"$94,300",32,"$50,984"
0,00142171,,4,14,2,7,$9.00,$7.00,$6.14,$7.50,16,104,8,27,58,4,13,22,A,1,34,53,U,U,"$99,000",39,$0
1,00142163,$12.00,3,6,1,2,$5.00,$10.00,$8.83,$10.00,20,77,16,34,55,7,15,19,A,0,40,,M,H,"$127,000",33,"$52,720"
1,00142161,$5.00,6,7,2,2,$5.00,$5.00,$5.00,$5.00,15,38,13,27,26,6,11,9,A,0,39,67,M,H,"$67,500",37,"$52,720"
1,00142203,$40.00,2,4,1,3,$30.00,$27.50,$17.75,$30.00,17,53,13,34,41,6,16,17,A,0,25,51,F,H,"$102,900",38,"$70,227"
0,00142195,,2,4,0,1,$22.00,$14.50,$11.00,,19,40,13,33,34,6,6,14,A,0,24,,M,H,"$218,900",40,"$70,227"
1,00142241,$30.00,2,5,1,4,$16.00,$18.00,$13.20,$20.00,18,57,13,30,43,6,13,16,S,1,35,62,F,H,"$236,800",45,"$73,713"
1,00158390,$10.00,4,14,3,9,$14.00,$14.00,$9.50,$14.00,15,124,13,33,69,6,16,30,A,1,07,60,F,U,"$95,000",28,"$48,463"
1,00142297,$20.00,4,14,2,5,$6.00,$17.00,$12.86,$17.00,15,81,14,36,64,6,17,24,S,1,24,,M,U,"$99,400",41,"$48,463"
1,00167538,$15.00,3,4,1,2,$15.00,$13.67,$11.50,$11.00,18,41,11,31,33,5,14,14,A,0,07,65,F,U,"$94,800",25,$0
1,00142313,$1.00,7,17,4,9,$4.00,$4.00,$3.41,$4.75,15,91,7,20,44,4,10,17,S,1,38,60,F,U,"$94,800",29,$0
1,00011971,$16.00,4,19,2,8,$12.00,$11.00,$14.11,$11.00,11,114,18,32,75,6,12,22,A,1,26,47,U,U,"$117,900",43,$0
0,00142328,,4,6,4,4,$13.00,$10.50,$9.50,$10.50,16,43,14,33,34,6,15,14,A,1,44,44,F,H,"$95,200",46,"$67,243"
1,00142409,$10.00,4,21,3,14,$10.00,$10.00,$7.67,$10.00,17,100,6,20,60,3,12,24,A,1,49,75,M,U,"$60,700",25,"$52,363"
1,00013523,$40.00,2,4,0,1,$25.00,$20.00,$14.00,,18,56,15,35,43,6,6,16,A,0,43,56,F,U,"$46,300",36,"$28,846"
0,00142470,,3,8,1,4,$10.00,$10.00,$7.38,$10.00,17,57,9,22,29,5,11,14,A,1,10,74,F,H,"$97,000",6,"$22,928"
1,00142466,$20.00,9,16,3,6,$24.00,$19.78,$17.88,$20.33,12,76,15,37,63,6,17,23,A,1,10,59,F,U,"$95,100",12,"$22,928"
1,00142487,$20.00,2,2,0,0,$20.00,$15.00,$15.00,,25,32,10,26,25,4,4,10,A,0,13,77,F,H,"$543,800",17,"$27,951"
0,00142537,,3,8,1,3,$10.00,$10.00,$8.00,$10.00,15,63,7,26,40,4,12,16,A,0,10,59,F,H,"$123,700",4,"$21,077"
0,00142582,,1,5,0,2,$20.00,$20.00,$10.00,,15,68,5,10,27,2,2,12,E,0,03,78,F,U,"$332,100",48,$0
1,00142579,$20.00,2,7,2,6,$15.00,$15.00,$10.71,$15.00,23,65,12,32,49,6,15,19,A,1,02,77,F,H,"$314,900",44,"$39,013"
1,00142564,$38.00,1,3,0,1,$19.00,$19.00,$10.33,,18,41,12,31,31,6,6,13,A,0,05,73,M,H,"$194,300",29,"$39,013"
1,00142554,$15.00,4,4,3,3,$15.00,$13.75,$13.75,$13.33,16,24,15,26,23,6,11,9,N,1,05,81,M,H,"$181,100",34,"$39,013"
1,00142552,$5.00,3,3,3,3,$20.00,$13.33,$13.33,$13.33,18,33,14,30,31,5,13,13,F,1,05,69,M,U,"$194,300",29,"$39,013"
0,00186817,,1,1,0,0,$0.00,$15.00,$15.00,,7,15,8,10,10,2,2,3,E,0,10,,M,U,"$219,100",15,"$39,013"
1,00142600,$25.00,1,1,0,0,$25.00,$25.00,$25.00,,18,18,10,14,12,5,5,6,F,0,10,54,F,U,"$91,900",12,$0
0,00142641,,3,3,2,2,$9.00,$9.67,$9.67,$10.00,18,32,13,28,26,6,13,11,A,0,10,,F,U,"$149,000",6,$0
1,00153708,$21.00,1,1,1,1,$15.00,$15.00,$15.00,$15.00,16,16,11,16,13,4,6,5,F,0,07,,F,U,"$140,600",15,$0
0,00143110,,2,2,2,2,$16.00,$13.00,$13.00,$13.00,22,32,10,26,25,4,11,10,A,0,01,34,F,U,"$162,800",13,"$31,973"
1,00142662,$10.00,5,6,3,3,$10.00,$9.00,$8.33,$10.00,15,39,12,32,32,6,15,14,A,0,08,73,F,H,"$118,800",29,"$31,973"
0,00142688,,2,4,0,0,$50.00,$50.00,$37.50,,15,44,8,30,35,4,4,15,A,0,22,,M,U,"$600,000",63,$0
0,00142711,,1,3,1,3,$15.00,$15.00,$10.00,$15.00,25,51,10,28,39,4,11,16,A,0,10,70,F,U,"$112,100",23,"$29,021"
0,00142691,,1,1,1,1,$15.00,$15.00,$15.00,$15.00,17,17,9,13,12,4,6,5,F,0,08,75,M,U,"$135,500",19,"$29,021"
1,00142765,$20.00,4,11,2,5,$20.00,$17.00,$13.18,$17.50,17,76,14,35,56,6,17,24,A,0,06,31,M,U,"$257,800",13,"$32,768"
1,00142742,$15.00,3,3,2,2,$15.00,$15.00,$15.00,$15.00,22,31,12,27,24,6,13,11,A,0,08,49,F,H,"$171,300",9,"$32,768"
0,00142728,,1,1,1,1,$20.00,$20.00,$20.00,$20.00,21,21,7,13,12,3,6,5,N,0,07,,M,U,"$268,500",32,$0
1,00142783,$25.00,3,5,1,2,$25.00,$21.67,$18.00,$25.00,17,57,8,27,39,4,12,16,A,0,01,84,F,U,"$300,000",0,"$26,310"
0,00142778,,1,2,0,1,$15.00,$15.00,$12.50,,26,44,10,26,30,4,4,11,A,0,01,71,F,H,"$404,500",18,"$26,310"
0,00142866,,5,8,3,4,$8.00,$6.40,$5.13,$7.67,17,44,13,30,36,6,14,14,S,1,03,33,M,H,"$580,600",24,"$89,960"
1,00142838,$7.00,3,3,2,2,$7.00,$7.33,$7.33,$7.50,18,23,12,22,20,6,11,9,N,0,11,,F,H,"$589,800",29,"$89,960"
0,00142830,,1,1,1,1,$25.00,$25.00,$25.00,$25.00,17,17,11,15,14,5,7,6,F,0,01,68,M,U,"$500,000",13,$0
0,00142926,,1,6,0,2,$32.00,$32.00,$27.33,,15,76,10,27,56,3,3,19,E,0,03,52,F,H,"$348,100",13,"$61,250"
1,00142901,$10.00,3,4,2,3,$10.00,$10.00,$10.00,$10.00,15,29,11,23,22,5,11,10,A,0,03,76,F,U,"$494,700",16,"$61,250"
0,00142895,,1,1,1,1,$15.00,$15.00,$15.00,$15.00,22,22,7,13,13,3,6,5,N,0,09,,M,U,"$181,300",33,$0
0,00186218,,4,6,2,2,$10.00,$8.00,$8.17,$7.00,9,33,20,35,36,7,14,12,A,0,03,30,M,H,"$360,200",11,"$61,250"
1,00143011,$5.00,7,26,5,13,$5.00,$6.57,$5.35,$5.60,19,76,11,26,55,6,16,23,S,1,02,,U,U,"$572,700",38,$0
0,00143008,,1,7,0,2,$15.00,$15.00,$9.71,,18,74,13,32,52,6,6,20,A,1,03,75,F,H,"$445,300",31,"$34,267"
0,00142980,,2,2,1,1,$25.00,$15.00,$15.00,$5.00,25,29,13,28,25,6,13,11,A,0,13,53,F,U,"$584,700",15,"$34,267"
0,00143018,,1,1,0,0,$25.00,$25.00,$25.00,,20,20,10,16,16,5,5,7,F,0,01,,M,U,"$600,000",13,$0
0,00142514,,2,3,1,1,$10.00,$10.00,$10.00,$10.00,19,21,14,22,19,6,10,8,N,0,22,,F,U,"$253,300",24,"$23,425"
0,00010104,,3,13,1,2,$10.00,$12.67,$12.08,$13.00,10,56,35,57,71,6,17,19,A,1,08,,F,U,"$174,500",10,"$26,201"
1,00142495,$21.00,3,5,1,3,$15.00,$14.00,$11.40,$12.00,18,57,12,29,39,6,14,15,A,0,01,,F,U,"$225,000",14,$0
1,00143168,$5.00,6,9,4,5,$5.00,$5.00,$5.00,$5.00,17,41,12,33,36,6,17,16,A,1,03,,F,H,"$440,900",25,"$66,039"
0,00143167,,4,6,2,3,$10.00,$8.75,$9.17,$7.50,18,40,7,26,30,4,13,12,A,0,01,,F,U,"$485,000",19,$0
1,00007917,$3.00,4,27,2,7,$5.00,$5.50,$4.81,$6.00,17,69,12,31,69,6,15,21,S,1,02,37,M,H,"$533,200",15,"$66,039"
1,00010196,$10.00,1,7,1,4,$10.00,$10.00,$11.14,$10.00,16,55,29,49,63,6,15,17,A,0,02,,F,U,"$443,500",15,$0
0,00010398,,9,20,6,10,$14.00,$13.78,$10.75,$14.50,23,76,23,43,73,6,17,22,S,1,01,,F,U,"$208,300",8,$0
1,00143208,$16.00,2,9,1,5,$15.00,$16.00,$13.56,$15.00,16,75,14,35,57,6,16,22,A,0,03,77,F,H,"$355,000",19,"$63,659"
0,00143202,,2,4,0,1,$20.00,$15.00,$11.00,,18,52,12,30,36,6,6,14,A,0,22,,M,U,"$287,500",24,$0
0,00143218,,2,2,2,2,$15.00,$12.50,$12.50,$12.50,17,25,12,25,21,6,12,10,N,0,08,63,F,H,"$136,200",14,"$22,378"
0,00143260,,3,9,1,4,$25.00,$22.00,$18.22,$20.00,26,67,12,34,55,5,16,22,A,0,06,59,M,H,"$209,100",8,"$48,596"
1,00143253,$5.00,5,8,2,3,$10.00,$7.40,$7.13,$7.00,17,52,12,33,40,6,16,17,A,0,08,76,F,H,"$208,900",8,"$48,596"
0,00147916,,4,6,3,3,$10.00,$10.00,$8.50,$11.67,17,29,15,30,31,6,14,12,A,0,03,,F,U,"$204,200",24,$0
1,00143299,$15.00,3,9,2,6,$16.00,$16.00,$14.44,$16.50,22,76,12,32,52,6,16,21,S,1,02,69,M,H,"$258,100",21,"$53,668"
0,00143290,,4,5,2,3,$13.00,$9.00,$8.20,$10.00,17,45,12,28,32,6,12,12,A,0,02,,U,U,"$258,100",21,$0
0,00143279,,2,2,1,1,$20.00,$15.00,$15.00,$10.00,19,32,10,24,22,4,10,9,A,0,06,,F,H,"$209,200",14,"$53,668"
1,00143332,$13.00,3,6,2,3,$15.00,$13.00,$10.17,$13.50,17,56,13,30,40,6,14,17,A,0,03,66,M,H,"$196,400",23,"$36,370"
1,00007346,$15.00,2,11,0,2,$15.00,$13.00,$10.73,,9,65,22,34,65,7,7,16,A,0,06,,F,H,"$193,600",11,"$36,370"
1,00000661,$20.00,7,17,6,12,$25.00,$20.14,$19.47,$20.00,10,73,26,47,90,11,21,32,A,1,05,32,M,H,"$180,100",37,"$40,805"
1,00143351,$15.00,4,4,3,3,$10.00,$8.00,$8.00,$8.33,17,33,12,27,27,6,13,11,A,0,02,,M,U,"$247,600",42,$0
0,00143349,,1,1,1,1,$20.00,$20.00,$20.00,$20.00,24,24,8,19,16,3,7,6,N,0,08,70,M,H,"$121,500",20,"$40,805"
0,00143414,,2,4,1,2,$21.00,$21.50,$17.25,$22.00,25,52,13,31,39,6,15,17,A,0,10,55,M,H,"$122,600",11,"$23,864"
0,00143399,,1,1,1,1,$20.00,$20.00,$20.00,$20.00,20,20,10,16,16,4,7,6,F,0,08,,F,H,"$100,000",23,"$23,864"
0,00145389,,6,13,4,5,$18.00,$18.67,$14.00,$18.50,19,75,13,34,57,6,17,24,S,1,11,75,F,H,"$285,700",26,"$66,971"
0,00144733,,2,4,0,1,$25.00,$24.00,$21.00,,20,73,13,31,48,6,6,20,A,0,03,55,M,H,"$349,400",34,"$66,971"
1,00143470,$17.00,2,7,1,3,$17.00,$17.00,$15.14,$17.00,16,75,14,34,57,6,15,22,A,0,02,45,M,H,"$411,200",27,"$66,971"
1,00012003,$20.00,3,16,2,5,$30.00,$16.67,$12.31,$15.00,8,75,32,53,88,8,18,26,A,0,07,68,F,U,"$362,600",20,"$66,971"
1,00015006,$10.00,3,4,2,3,$10.00,$13.33,$11.25,$15.00,15,45,7,13,18,2,5,7,E,0,01,31,F,U,"$500,000",17,"$42,450"
1,00143528,$10.00,7,21,4,11,$10.00,$10.00,$7.52,$9.75,19,129,14,31,58,6,14,25,S,1,01,48,F,U,"$292,500",7,$0
1,00143523,$3.00,4,17,0,6,$5.00,$5.00,$3.71,,15,76,13,32,53,5,5,20,S,1,04,78,F,U,"$283,300",9,"$42,450"
1,00143518,$17.00,3,8,1,2,$17.00,$17.33,$12.63,$15.00,17,68,13,35,53,6,17,22,A,0,01,63,M,H,"$364,500",12,"$42,450"
0,00143501,,3,3,2,2,$20.00,$14.00,$14.00,$11.00,18,28,12,26,24,6,13,11,A,0,13,,F,U,"$545,300",27,$0
1,00143565,$17.00,2,5,0,1,$17.00,$16.00,$11.40,,18,76,11,29,47,5,5,18,A,0,05,67,F,H,"$138,700",22,"$39,524"
0,00143559,,2,12,1,5,$12.00,$11.00,$9.08,$10.00,18,66,12,30,51,5,12,19,A,1,08,68,M,U,"$121,000",37,$0
0,00143549,,2,6,0,2,$20.00,$15.00,$10.17,,20,53,13,33,43,6,6,16,A,0,05,60,F,U,"$140,300",30,$0
1,00143535,$12.00,2,3,1,1,$10.00,$10.00,$10.00,$5.00,17,30,11,26,23,5,12,10,A,0,08,54,M,H,"$136,100",34,"$39,524"
1,00143529,$25.00,1,1,1,1,$20.00,$20.00,$20.00,$20.00,15,15,10,14,12,5,7,6,F,0,08,77,F,H,"$131,000",31,"$39,524"
0,00143600,,5,10,3,6,$9.00,$7.80,$6.40,$8.33,15,69,13,33,50,6,15,19,A,0,03,,M,H,"$431,400",18,"$59,827"
0,00143589,,4,6,3,4,$10.00,$11.75,$12.83,$12.33,17,45,12,31,38,6,16,16,A,0,03,76,F,H,"$374,100",16,"$59,827"
0,00130460,,4,4,3,3,$15.00,$17.50,$17.50,$15.00,17,25,14,25,26,6,12,10,N,1,04,87,F,U,"$594,100",31,"$137,945"
1,00143672,$15.00,7,19,6,13,$15.00,$14.86,$9.63,$14.83,21,76,13,32,59,6,17,24,S,1,13,,M,H,"$597,600",35,"$137,945"
0,00143626,,3,3,2,2,$15.00,$15.00,$15.00,$15.00,15,29,11,24,23,5,11,10,A,0,13,73,F,U,"$595,200",38,"$137,945"
1,00143610,$5.25,1,1,1,1,$15.00,$15.00,$15.00,$15.00,16,16,9,13,11,4,6,5,F,0,03,,F,U,"$500,000",29,$0
1,00143691,$15.00,3,4,0,1,$16.00,$15.33,$15.25,,18,43,13,32,32,6,6,13,A,0,02,67,F,U,"$409,300",37,$0
1,00143707,$4.00,8,16,5,7,$5.00,$4.13,$3.81,$4.20,16,44,14,36,43,6,17,17,S,1,04,38,M,U,"$208,300",15,"$20,967"
0,00143773,,5,14,1,4,$5.00,$5.40,$6.50,$6.00,15,67,12,31,55,5,13,20,S,1,10,,U,U,"$143,800",7,$0
1,00185934,$25.00,2,4,1,2,$25.00,$15.00,$18.75,$10.00,6,32,17,33,31,5,12,11,A,0,10,,F,U,"$136,400",3,$0
0,00143804,,5,11,2,6,$8.00,$6.80,$6.18,$8.00,16,64,13,33,48,6,15,19,A,1,02,50,F,H,"$373,600",20,"$81,394"
0,00143794,,4,6,3,4,$10.00,$8.75,$7.33,$8.33,17,40,13,33,35,6,15,14,A,0,01,,F,U,"$460,500",16,"$81,394"
1,00143790,$15.00,5,5,2,2,$15.00,$16.00,$16.00,$17.50,19,32,14,29,29,6,13,11,A,1,13,56,F,H,"$590,700",35,"$81,394"
1,00143782,$25.00,1,1,1,1,$28.00,$28.00,$28.00,$28.00,21,21,10,16,16,5,8,7,F,0,13,49,M,H,"$585,400",25,"$81,394"
1,00155967,$5.00,6,36,6,23,$6.00,$6.00,$5.56,$6.00,21,122,11,29,76,5,15,32,S,1,27,77,F,U,"$252,100",35,"$38,929"
0,00143817,,1,1,1,1,$20.00,$20.00,$20.00,$20.00,16,16,10,14,13,5,7,6,F,0,02,75,M,H,"$228,200",17,"$38,929"
0,00185179,,2,5,0,1,$25.00,$15.00,$13.60,,14,56,25,44,53,7,7,18,A,0,02,49,M,H,"$220,900",32,"$38,929"
1,00014276,$15.00,3,5,1,1,$15.00,$12.00,$13.20,$14.00,18,30,24,39,38,6,13,13,A,0,07,69,F,H,"$320,000",13,"$51,822"
0,00143895,,2,4,0,1,$25.00,$25.00,$18.75,,20,57,13,34,48,6,6,20,A,0,13,,F,U,"$556,100",36,$0
0,00143855,,1,1,1,1,$15.00,$15.00,$15.00,$15.00,17,17,9,13,12,4,6,5,F,0,02,,M,U,"$418,800",32,$0
0,00143950,,8,21,6,11,$8.00,$7.25,$6.62,$7.00,16,76,16,37,60,6,17,24,A,1,01,,F,U,"$438,300",22,$0
1,00143936,$55.00,2,2,1,1,$40.00,$32.50,$32.50,$25.00,17,28,13,27,24,6,13,11,A,0,03,46,M,H,"$495,600",31,"$86,002"
1,00186486,$3.00,8,12,5,7,$5.00,$6.00,$5.50,$6.20,9,40,18,37,41,7,17,16,S,1,01,,F,U,"$504,500",36,$0
0,00012244,,7,34,5,21,$10.00,$10.86,$10.03,$10.80,20,128,33,54,112,6,17,33,S,1,15,76,F,H,"$281,300",12,"$72,750"
1,00001092,$15.00,9,32,6,15,$10.00,$10.56,$9.84,$11.67,6,76,27,48,100,10,20,34,A,1,03,69,M,H,"$581,700",27,"$72,750"
0,00143954,,1,1,1,1,$30.00,$30.00,$30.00,$30.00,16,16,11,15,13,5,7,6,F,0,01,42,F,U,"$281,300",19,$0
1,00188547,$25.00,7,23,4,9,$50.00,$20.43,$20.26,$20.75,5,73,31,52,102,13,23,37,A,1,10,,M,U,$0,0,$0
1,00001549,$50.00,1,3,1,1,$50.00,$50.00,$50.00,$50.00,24,49,13,28,35,6,13,12,A,0,13,81,M,U,"$586,300",41,$0
0,00143998,,4,7,3,5,$20.00,$16.25,$12.86,$16.67,15,53,13,33,42,6,17,18,A,1,13,,M,U,"$594,300",36,$0
1,00143996,$10.00,4,12,3,6,$5.00,$9.00,$7.08,$8.67,18,44,12,32,38,6,17,17,S,1,13,47,F,H,"$595,100",30,"$170,752"
0,00144026,,1,6,0,2,$15.00,$15.00,$14.17,,20,89,13,29,54,6,6,23,A,0,10,63,F,H,"$146,500",7,"$30,094"
1,00144021,$15.00,4,10,4,8,$15.00,$15.00,$13.50,$15.00,18,63,13,34,56,6,17,21,A,1,10,48,F,U,"$159,000",6,"$30,094"
1,00144038,$50.00,2,3,2,3,$30.00,$27.50,$20.00,$27.50,21,41,13,33,35,6,16,15,A,0,10,,F,U,"$500,000",0,$0
1,00144076,$50.00,3,8,3,6,$60.00,$51.67,$38.75,$51.67,16,105,13,33,69,6,17,28,A,0,13,85,M,H,"$598,000",17,"$155,586"
1,00144050,$22.00,2,2,2,2,$25.00,$22.50,$22.50,$22.50,20,24,13,24,23,6,11,9,N,0,13,,M,H,"$598,200",32,"$155,586"
1,00003918,$21.00,3,26,3,14,$16.00,$15.67,$12.81,$15.67,16,123,40,58,129,6,15,32,S,1,13,68,F,H,"$593,100",31,"$155,586"
1,00144110,$15.00,1,9,1,7,$25.00,$25.00,$9.78,$25.00,17,102,13,30,61,6,13,25,A,1,03,62,F,H,"$588,200",20,"$86,256"
0,00144109,,5,19,2,8,$11.00,$9.80,$9.42,$8.00,18,103,14,36,74,6,17,29,S,1,01,71,U,U,"$500,000",24,$0
1,00144099,$17.00,3,4,2,2,$17.00,$17.33,$15.50,$21.00,16,33,15,34,32,6,15,13,A,0,01,39,F,U,"$500,000",35,"$86,256"
0,00144143,,1,3,0,2,$15.00,$15.00,$8.33,,25,73,9,26,33,4,4,13,A,0,10,58,F,H,"$98,000",33,"$34,864"
0,00144216,,2,6,0,3,$25.00,$22.50,$17.17,,19,53,14,36,49,6,6,20,A,1,06,,F,U,"$271,200",11,"$57,573"
0,00144206,,1,2,0,1,$15.00,$15.00,$9.00,,23,38,10,22,22,4,4,8,A,0,10,,M,U,$0,0,$0
1,00188627,$25.00,2,8,1,3,$25.00,$37.50,$26.88,$50.00,5,54,19,41,51,8,19,21,A,1,02,,F,U,"$344,300",24,$0
1,00190579,$4.00,8,33,4,16,$3.00,$4.13,$3.11,$4.25,12,128,20,42,81,9,20,35,S,1,01,,M,U,"$320,000",27,"$54,483"
1,00005742,$75.00,3,7,1,2,$100.00,$116.67,$103.57,$200.00,4,45,16,38,68,6,17,18,A,1,00,67,F,H,"$291,000",0,"$61,461"
1,00189373,$15.00,1,15,0,8,$15.00,$15.00,$5.53,,19,110,6,14,39,2,2,12,A,1,04,79,F,U,"$230,000",23,"$47,073"
1,00144356,$20.00,3,13,0,3,$20.00,$15.33,$6.54,,15,116,13,33,61,6,6,29,A,0,07,,F,U,"$285,500",17,$0
1,00144351,$40.00,2,13,2,10,$25.00,$22.50,$11.46,$22.50,21,126,9,23,48,5,14,25,A,1,07,61,F,H,"$285,500",17,"$47,073"
