Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
nn,00400956,9,"Saturday, January 26, 2013 09:39:03 UTC",38.1593,-118.0075,1.4,4.10,11,"Nevada"
us,c000evvj,6,"Saturday, January 26, 2013 09:36:41 UTC",13.1058,-89.2238,4.5,76.50,60,"offshore El Salvador"
nm,012613a,A,"Saturday, January 26, 2013 09:34:11 UTC",35.2596,-92.3338,2.0,6.90,15,"Arkansas"
nc,71929041,0,"Saturday, January 26, 2013 09:13:51 UTC",38.8077,-122.7797,1.2,2.20,21,"Northern California"
hv,60458881,2,"Saturday, January 26, 2013 09:09:42 UTC",19.3872,-155.2822,2.4,3.10,25,"Island of Hawaii, Hawaii"
ak,10647283,2,"Saturday, January 26, 2013 09:03:21 UTC",51.5545,179.4743,1.8,6.80, 6,"Rat Islands, Aleutian Islands, Alaska"
ak,10645321,2,"Saturday, January 26, 2013 08:53:37 UTC",65.9540,-150.2760,1.4,5.50,15,"northern Alaska"
ak,10647281,2,"Saturday, January 26, 2013 08:49:40 UTC",55.0621,-164.5444,2.3,199.20,11,"Unimak Island region, Alaska"
ak,10645315,2,"Saturday, January 26, 2013 08:12:52 UTC",63.5192,-147.3267,1.6,4.90,24,"Central Alaska"
ak,10645306,2,"Saturday, January 26, 2013 07:41:20 UTC",61.7083,-149.6888,2.0,36.10,40,"Southern Alaska"
ak,10645305,2,"Saturday, January 26, 2013 07:40:46 UTC",60.4742,-141.2505,1.9,7.60,19,"Southern Alaska"
ak,10647277,2,"Saturday, January 26, 2013 07:40:18 UTC",53.5323,-164.8041,1.8,47.30, 9,"Unimak Island region, Alaska"
uu,60011482,4,"Saturday, January 26, 2013 07:27:35 UTC",39.6257,-111.1457,1.7,0.20,24,"Utah"
ci,15277625,0,"Saturday, January 26, 2013 07:21:24 UTC",33.7777,-116.1615,1.3,6.30,60,"Southern California"
ci,15277617,0,"Saturday, January 26, 2013 06:17:50 UTC",32.6210,-115.7193,2.0,8.10,39,"Baja California, Mexico"
nc,71929011,1,"Saturday, January 26, 2013 06:12:45 UTC",38.8375,-122.8482,1.7,1.50,26,"Northern California"
ci,15277609,0,"Saturday, January 26, 2013 06:00:21 UTC",33.0210,-116.5310,1.2,16.30,26,"Southern California"
ci,15277601,0,"Saturday, January 26, 2013 05:48:37 UTC",33.3815,-116.7928,1.0,6.80,30,"Southern California"
nn,00400954,9,"Saturday, January 26, 2013 05:42:18 UTC",38.5484,-119.6269,1.0,8.50, 7,"Northern California"
ak,10645295,2,"Saturday, January 26, 2013 05:40:07 UTC",63.6481,-148.5042,1.2,94.80,20,"Central Alaska"
ak,10645287,3,"Saturday, January 26, 2013 05:28:45 UTC",61.6232,-151.5615,3.5,80.30,89,"Southern Alaska"
us,c000evua,8,"Saturday, January 26, 2013 05:16:01 UTC",34.5712,24.0953,4.3,10.00,71,"Crete, Greece"
hv,60458721,1,"Saturday, January 26, 2013 05:12:55 UTC",19.2875,-155.4388,1.8,0.00,15,"Island of Hawaii, Hawaii"
pr,13026000,0,"Saturday, January 26, 2013 04:58:39 UTC",18.9839,-66.2009,3.2,123.00, 5,"Puerto Rico region"
hv,60458711,1,"Saturday, January 26, 2013 04:40:24 UTC",19.6533,-155.6588,1.9,15.20,30,"Island of Hawaii, Hawaii"
ak,10647273,2,"Saturday, January 26, 2013 04:25:08 UTC",55.6039,-134.9844,2.2,8.20, 6,"Southeastern Alaska"
ak,10647272,2,"Saturday, January 26, 2013 04:23:17 UTC",62.0954,-145.1284,1.4,17.80,13,"Central Alaska"
ak,10645273,2,"Saturday, January 26, 2013 03:40:29 UTC",63.3080,-151.0502,2.6,13.70,37,"Central Alaska"
ak,10645269,2,"Saturday, January 26, 2013 03:37:13 UTC",63.3404,-145.2654,1.0,17.70, 6,"Central Alaska"
ak,10647268,2,"Saturday, January 26, 2013 03:26:44 UTC",62.9591,-150.0389,1.2,89.60,14,"Central Alaska"
nc,71928976,2,"Saturday, January 26, 2013 03:26:40 UTC",37.5582,-121.8288,1.0,8.30,11,"San Francisco Bay area, California"
nc,71928971,2,"Saturday, January 26, 2013 03:18:27 UTC",38.7387,-122.9753,1.1,3.90,10,"Northern California"
ak,10647267,2,"Saturday, January 26, 2013 03:15:39 UTC",63.0567,-149.7544,1.2,90.20,15,"Central Alaska"
ci,15277585,0,"Saturday, January 26, 2013 02:56:37 UTC",33.7785,-116.1608,1.1,6.30,50,"Southern California"
uu,60011457,4,"Saturday, January 26, 2013 02:44:00 UTC",44.3487,-110.6758,1.5,3.60,15,"Yellowstone National Park, Wyoming"
ak,10645193,2,"Saturday, January 26, 2013 02:39:40 UTC",63.2348,-144.7716,1.3,8.40,11,"Central Alaska"
uu,60011452,2,"Saturday, January 26, 2013 02:38:04 UTC",44.3498,-110.6752,1.3,3.40,13,"Yellowstone National Park, Wyoming"
nc,71928936,2,"Saturday, January 26, 2013 02:34:42 UTC",37.5202,-118.6663,1.2,13.90,30,"Central California"
nc,71928921,4,"Saturday, January 26, 2013 02:25:01 UTC",37.5577,-121.8278,1.4,8.30,28,"San Francisco Bay area, California"
nc,71928916,5,"Saturday, January 26, 2013 02:12:12 UTC",37.3537,-121.7203,2.2,6.20,86,"San Francisco Bay area, California"
nc,71928911,5,"Saturday, January 26, 2013 02:03:29 UTC",40.5312,-122.2535,2.7,30.40,34,"Northern California"
ak,10645157,2,"Saturday, January 26, 2013 01:29:22 UTC",63.3292,-145.2393,1.5,6.50,15,"Central Alaska"
ak,10645156,2,"Saturday, January 26, 2013 01:24:15 UTC",60.2121,-152.5305,2.0,95.60,31,"Southern Alaska"
ak,10647263,2,"Saturday, January 26, 2013 01:22:46 UTC",62.2438,-148.1343,1.1,41.90,12,"Central Alaska"
ak,10645139,2,"Saturday, January 26, 2013 01:11:51 UTC",63.3255,-145.2315,3.0,3.20,54,"Central Alaska"
nc,71928871,0,"Saturday, January 26, 2013 01:04:42 UTC",38.8145,-122.8152,1.1,2.60,15,"Northern California"
nc,71928861,1,"Saturday, January 26, 2013 00:59:17 UTC",37.8828,-122.2272,1.8,7.90,41,"San Francisco Bay area, California"
ci,15277545,3,"Saturday, January 26, 2013 00:55:01 UTC",33.7773,-116.1583,1.4,6.70,73,"Southern California"
ak,10647261,2,"Saturday, January 26, 2013 00:55:00 UTC",53.1601,-162.1896,2.5,41.20,16,"south of Alaska"
nn,00400946,9,"Saturday, January 26, 2013 00:45:25 UTC",40.0897,-119.6555,1.0,12.70,11,"Nevada"
ak,10647260,2,"Saturday, January 26, 2013 00:35:40 UTC",51.1417,179.9093,2.5,13.10,10,"Rat Islands, Aleutian Islands, Alaska"
ak,10644925,2,"Saturday, January 26, 2013 00:18:09 UTC",64.9919,-147.3457,1.4,0.00,11,"Central Alaska"
ak,10644924,3,"Saturday, January 26, 2013 00:03:41 UTC",51.1930,179.3507,2.9,13.10,12,"Rat Islands, Aleutian Islands, Alaska"
nc,71928836,1,"Friday, January 25, 2013 23:50:54 UTC",38.8372,-122.8490,1.4,1.40,25,"Northern California"
us,c000evr6,7,"Friday, January 25, 2013 23:37:01 UTC",-23.6541,43.5530,5.3,14.00,217,"Madagascar"
nc,71928831,2,"Friday, January 25, 2013 23:31:40 UTC",38.0557,-118.9470,1.3,0.10,22,"Central California"
nc,71928816,0,"Friday, January 25, 2013 23:04:48 UTC",38.8353,-122.7837,1.2,2.30,19,"Northern California"
us,c000evqn,4,"Friday, January 25, 2013 22:40:56 UTC",9.4380,126.0995,4.7,83.70,51,"Mindanao, Philippines"
ak,10644904,2,"Friday, January 25, 2013 22:38:10 UTC",58.2454,-155.1501,1.5,1.00, 6,"Alaska Peninsula"
ak,10647507,2,"Friday, January 25, 2013 22:33:55 UTC",61.3658,-146.2322,1.3,36.10, 8,"Southern Alaska"
nc,71928796,2,"Friday, January 25, 2013 22:33:47 UTC",36.0785,-120.6430,1.1,2.20,20,"Central California"
ci,15277513,2,"Friday, January 25, 2013 22:21:56 UTC",33.7802,-116.1640,2.0,6.60,94,"Southern California"
uw,60497447,1,"Friday, January 25, 2013 22:13:02 UTC",49.4560,-120.4995,2.4,0.00,12,"British Columbia, Canada"
ak,10644890,2,"Friday, January 25, 2013 22:11:55 UTC",63.2589,-151.3968,1.2,8.20, 8,"Central Alaska"
nc,71928766,2,"Friday, January 25, 2013 22:05:53 UTC",37.3235,-122.1078,1.4,0.00,12,"San Francisco Bay area, California"
nn,00400936,9,"Friday, January 25, 2013 22:05:49 UTC",38.5611,-119.6157,1.0,8.00, 9,"Northern California"
ak,10644876,2,"Friday, January 25, 2013 21:44:57 UTC",62.8746,-148.1599,1.3,61.00,10,"Central Alaska"
ak,10644874,2,"Friday, January 25, 2013 21:38:48 UTC",62.3268,-150.9222,1.4,76.50,11,"Central Alaska"
ak,10644865,2,"Friday, January 25, 2013 21:31:50 UTC",63.5904,-150.7331,1.6,11.70,10,"Central Alaska"
mb,13930962,2,"Friday, January 25, 2013 21:14:36 UTC",47.4443,-116.0146,1.9,2.00,21,"northern Idaho"
nc,71928756,0,"Friday, January 25, 2013 21:10:25 UTC",38.7558,-122.7395,1.0,3.80, 7,"Northern California"
us,c000evlt,4,"Friday, January 25, 2013 21:08:43 UTC",38.4261,73.3574,4.2,118.50,22,"Tajikistan"
nc,71928746,8,"Friday, January 25, 2013 20:53:19 UTC",40.3037,-124.5790,2.5,20.90,38,"offshore Northern California"
ak,10644843,2,"Friday, January 25, 2013 20:31:05 UTC",60.6602,-150.9350,1.5,54.60,15,"Kenai Peninsula, Alaska"
pr,13025004,0,"Friday, January 25, 2013 20:25:04 UTC",19.4892,-65.5002,3.3,87.00,10,"Puerto Rico region"
ak,10644838,2,"Friday, January 25, 2013 20:23:25 UTC",61.8943,-148.1325,1.7,36.10,18,"Southern Alaska"
ak,10647499,2,"Friday, January 25, 2013 20:06:35 UTC",53.1892,-167.9214,1.9,69.70, 5,"Fox Islands, Aleutian Islands, Alaska"
nc,71928716,1,"Friday, January 25, 2013 19:55:28 UTC",38.8350,-122.7722,1.7,2.70,30,"Northern California"
us,c000evi7,A,"Friday, January 25, 2013 19:53:28 UTC",-24.1408,-65.3074,5.1,41.90,154,"Jujuy, Argentina"
us,c000evhf,D,"Friday, January 25, 2013 19:43:03 UTC",49.7278,155.6950,4.9,62.70,222,"Kuril Islands"
ak,10644799,2,"Friday, January 25, 2013 19:20:11 UTC",51.5474,-178.1006,2.1,12.80, 8,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71928696,2,"Friday, January 25, 2013 19:12:35 UTC",36.5573,-121.0743,1.0,7.20,12,"Central California"
us,c000evg1,4,"Friday, January 25, 2013 18:52:26 UTC",43.3369,18.7652,4.2,11.00,56,"Bosnia and Herzegovina"
nc,71928686,3,"Friday, January 25, 2013 18:51:53 UTC",36.0028,-120.5617,2.0,4.40,76,"Central California"
ak,10647497,2,"Friday, January 25, 2013 18:46:34 UTC",65.5491,-148.5431,1.3,8.60, 5,"northern Alaska"
uw,60497417,1,"Friday, January 25, 2013 18:35:04 UTC",47.1993,-121.8933,1.5,8.10,33,"Washington"
ak,10647496,2,"Friday, January 25, 2013 18:25:43 UTC",61.6738,-145.9894,1.2,37.30, 5,"Southern Alaska"
ci,15277457,4,"Friday, January 25, 2013 18:23:06 UTC",34.6292,-117.2993,1.2,0.00,22,"Southern California"
ak,10644779,2,"Friday, January 25, 2013 18:10:46 UTC",60.6563,-152.0472,1.7,88.40,11,"Southern Alaska"
ci,15277449,2,"Friday, January 25, 2013 18:08:35 UTC",34.6760,-116.3478,1.8,3.70,45,"Southern California"
ak,10647494,2,"Friday, January 25, 2013 17:52:38 UTC",51.9370,-172.7154,1.7,1.70, 5,"Andreanof Islands, Aleutian Islands, Alaska"
us,c000evei,6,"Friday, January 25, 2013 17:46:18 UTC",29.3787,132.1969,4.8,9.70,105,"southeast of Shikoku, Japan"
ak,10647493,2,"Friday, January 25, 2013 17:43:55 UTC",62.1628,-150.4472,1.2,30.60, 5,"Central Alaska"
nc,71928651,8,"Friday, January 25, 2013 17:38:58 UTC",38.2393,-122.0590,2.9,8.30,151,"Northern California"
ak,10644754,2,"Friday, January 25, 2013 17:21:00 UTC",61.6012,-150.4005,1.6,45.60,17,"Southern Alaska"
nc,71928641,0,"Friday, January 25, 2013 17:00:48 UTC",38.8185,-122.8185,1.2,2.80,24,"Northern California"
ci,15277441,2,"Friday, January 25, 2013 16:57:09 UTC",34.6292,-117.2953,1.2,2.90,27,"Southern California"
ak,10647491,2,"Friday, January 25, 2013 16:55:57 UTC",63.4166,-149.8096,1.1,102.70, 6,"Central Alaska"
ci,15277433,2,"Friday, January 25, 2013 16:48:02 UTC",32.9878,-116.2218,1.7,9.20,80,"Southern California"
nc,71928626,1,"Friday, January 25, 2013 16:34:25 UTC",38.8175,-122.8183,1.6,2.80,32,"Northern California"
nc,71928616,5,"Friday, January 25, 2013 16:10:58 UTC",36.0012,-120.5598,2.8,5.00,91,"Central California"
ak,10644734,2,"Friday, January 25, 2013 15:53:54 UTC",62.2043,-151.1375,1.7,73.70,19,"Central Alaska"
ak,10644730,2,"Friday, January 25, 2013 15:48:20 UTC",62.1961,-149.5192,1.3,20.00, 8,"Central Alaska"
uu,60011387,4,"Friday, January 25, 2013 15:44:37 UTC",37.4665,-112.2768,2.3,17.00,17,"Utah"
nn,00400893,9,"Friday, January 25, 2013 15:22:16 UTC",38.1574,-118.0231,1.5,0.00,18,"Nevada"
nn,00400891,9,"Friday, January 25, 2013 15:20:29 UTC",38.1510,-118.0252,1.9,5.70,15,"Nevada"
nc,71928591,2,"Friday, January 25, 2013 15:19:27 UTC",37.4752,-118.8403,1.5,6.00,38,"Central California"
nn,00400886,9,"Friday, January 25, 2013 15:04:05 UTC",38.1571,-118.0315,1.4,0.00,10,"Nevada"
us,c000evax,8,"Friday, January 25, 2013 14:48:18 UTC",44.2804,10.5269,5.0,4.80,65,"northern Italy"
ak,10647488,2,"Friday, January 25, 2013 14:47:08 UTC",60.1424,-151.0670,1.2,50.70, 5,"Kenai Peninsula, Alaska"
nc,71928566,3,"Friday, January 25, 2013 14:26:41 UTC",36.2408,-120.7948,1.2,6.50,19,"Central California"
ak,10644704,3,"Friday, January 25, 2013 14:22:08 UTC",60.1383,-153.1357,3.6,139.40,71,"Southern Alaska"
mb,13580113,2,"Friday, January 25, 2013 14:19:19 UTC",47.7295,-113.6868,1.3,9.80,15,"western Montana"
nc,71928556,1,"Friday, January 25, 2013 14:13:34 UTC",38.8248,-122.7908,1.1,3.30,25,"Northern California"
uu,60011377,2,"Friday, January 25, 2013 14:02:47 UTC",37.4637,-112.2798,1.2,13.90, 9,"Utah"
uu,60011372,4,"Friday, January 25, 2013 13:57:59 UTC",37.4687,-112.2757,1.7,15.90,16,"Utah"
uu,60011367,2,"Friday, January 25, 2013 13:56:28 UTC",37.4712,-112.2863,1.5,15.20,17,"Utah"
nc,71928536,0,"Friday, January 25, 2013 13:36:57 UTC",38.8128,-122.7842,1.2,1.70,20,"Northern California"
ak,10644694,3,"Friday, January 25, 2013 13:36:30 UTC",55.9881,-135.2109,3.5,26.10,12,"off the coast of Southeastern Alaska"
ak,10644686,2,"Friday, January 25, 2013 13:22:33 UTC",61.3748,-146.4867,2.4,24.80,34,"Southern Alaska"
uw,60497397,1,"Friday, January 25, 2013 13:18:04 UTC",47.8385,-122.2878,1.6,26.80,29,"Seattle-Tacoma urban area, Washington"
nc,71928531,0,"Friday, January 25, 2013 13:09:25 UTC",38.7792,-122.7532,1.1,2.00,20,"Northern California"
ak,10644683,2,"Friday, January 25, 2013 12:55:25 UTC",61.1488,-146.2853,1.2,0.00, 5,"Southern Alaska"
hv,60458386,5,"Friday, January 25, 2013 12:53:14 UTC",20.3130,-155.5697,2.3,37.20,43,"Hawaii region, Hawaii"
nn,00400879,9,"Friday, January 25, 2013 12:51:38 UTC",37.5377,-117.6049,1.3,10.00,11,"Nevada"
ak,10647482,2,"Friday, January 25, 2013 12:30:42 UTC",50.7822,-173.5170,2.2,57.90, 5,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10644672,2,"Friday, January 25, 2013 12:19:43 UTC",58.8132,-137.7785,2.0,17.10, 5,"Southeastern Alaska"
ak,10644667,3,"Friday, January 25, 2013 12:19:18 UTC",53.9466,-165.1185,1.9,32.40, 7,"Fox Islands, Aleutian Islands, Alaska"
nc,71928526,2,"Friday, January 25, 2013 12:13:21 UTC",37.4817,-118.3855,1.8,9.60,26,"Central California"
us,c000ev9v,6,"Friday, January 25, 2013 12:11:24 UTC",31.7629,50.9462,5.1,10.00,138,"western Iran"
ak,10644662,2,"Friday, January 25, 2013 12:05:00 UTC",63.3607,-151.7070,1.7,8.10,10,"Central Alaska"
ak,10647478,2,"Friday, January 25, 2013 11:55:47 UTC",60.3423,-138.0273,1.3,7.40, 5,"Southern Yukon Territory, Canada"
nc,71928511,3,"Friday, January 25, 2013 11:50:19 UTC",36.4688,-120.9468,2.6,10.20,76,"Central California"
nc,71928506,2,"Friday, January 25, 2013 11:34:57 UTC",36.6120,-121.2143,1.0,4.70,26,"Central California"
uu,60011362,3,"Friday, January 25, 2013 11:26:07 UTC",44.4458,-110.9922,1.5,4.50, 8,"Yellowstone National Park, Wyoming"
ak,10644656,2,"Friday, January 25, 2013 11:09:47 UTC",62.0726,-145.1509,1.5,17.30,10,"Central Alaska"
hv,60458356,1,"Friday, January 25, 2013 10:37:11 UTC",19.4585,-155.8743,1.8,16.50,10,"Island of Hawaii, Hawaii"
nc,71928481,2,"Friday, January 25, 2013 10:00:09 UTC",37.4705,-118.8413,1.1,6.60,33,"Central California"
nc,71928471,0,"Friday, January 25, 2013 09:43:45 UTC",36.6292,-121.0413,1.1,21.40, 9,"Central California"
nc,71928466,1,"Friday, January 25, 2013 09:35:38 UTC",38.3165,-122.3948,2.0,10.20,23,"Northern California"
ak,10644636,2,"Friday, January 25, 2013 09:21:30 UTC",61.4965,-151.9548,1.7,5.50,15,"Southern Alaska"
uw,60497387,3,"Friday, January 25, 2013 09:11:56 UTC",48.4293,-122.5535,3.4,22.50,89,"San Juan Islands region, Washington"
nc,71928451,2,"Friday, January 25, 2013 09:11:20 UTC",40.2797,-121.0592,1.6,5.30,16,"Northern California"
uw,60497382,3,"Friday, January 25, 2013 08:58:33 UTC",44.4655,-124.6073,2.9,40.00,20,"offshore Oregon"
nc,71928446,2,"Friday, January 25, 2013 08:24:03 UTC",37.4715,-118.8410,1.0,6.30,24,"Central California"
ak,10644624,2,"Friday, January 25, 2013 08:17:30 UTC",63.4127,-150.1271,1.5,8.30,13,"Central Alaska"
nn,00400866,9,"Friday, January 25, 2013 08:16:27 UTC",38.5611,-119.6157,1.5,8.00, 8,"Northern California"
ak,10644625,3,"Friday, January 25, 2013 08:15:17 UTC",52.6147,-169.8122,3.2,33.20,10,"Fox Islands, Aleutian Islands, Alaska"
ak,10647470,2,"Friday, January 25, 2013 07:53:19 UTC",56.0024,-135.2863,2.4,20.00, 6,"Southeastern Alaska"
pr,13025003,0,"Friday, January 25, 2013 07:49:08 UTC",19.5454,-64.5783,3.2,83.00, 5,"Virgin Islands region"
ak,10647469,2,"Friday, January 25, 2013 07:26:21 UTC",60.4459,-147.7290,1.2,1.90, 5,"Southern Alaska"
ak,10647468,2,"Friday, January 25, 2013 07:20:35 UTC",61.5536,-146.5373,1.2,45.00, 9,"Southern Alaska"
nc,71928416,0,"Friday, January 25, 2013 07:19:39 UTC",38.7677,-122.7418,1.1,2.00, 9,"Northern California"
us,c000ev85,8,"Friday, January 25, 2013 07:01:19 UTC",31.9131,-94.4263,4.1,5.00,35,"eastern Texas"
uu,60011352,2,"Friday, January 25, 2013 06:53:23 UTC",42.0903,-112.4565,1.4,8.30,20,"southern Idaho"
ak,10644613,2,"Friday, January 25, 2013 06:49:22 UTC",63.3181,-151.1695,1.3,10.00, 5,"Central Alaska"
pr,13025002,0,"Friday, January 25, 2013 06:47:40 UTC",18.2259,-66.9749,1.9,28.00, 3,"Puerto Rico"
nc,71928401,3,"Friday, January 25, 2013 06:44:31 UTC",40.3787,-124.5460,2.2,24.70,22,"offshore Northern California"
us,c000ev83,5,"Friday, January 25, 2013 06:40:55 UTC",9.5960,-83.9640,3.6,8.30, 7,"Costa Rica"
nn,00400863,9,"Friday, January 25, 2013 06:39:40 UTC",38.5443,-119.6180,1.4,11.10,11,"Northern California"
ak,10644604,2,"Friday, January 25, 2013 06:37:23 UTC",60.8358,-151.3449,1.6,17.60,15,"Kenai Peninsula, Alaska"
ci,15277377,2,"Friday, January 25, 2013 06:35:22 UTC",32.7890,-116.6437,1.4,18.00,69,"Southern California"
uu,60011347,3,"Friday, January 25, 2013 06:21:19 UTC",37.7387,-113.0528,1.2,2.70,10,"Utah"
ak,10644599,2,"Friday, January 25, 2013 06:19:33 UTC",63.9857,-148.9420,1.3,121.80,13,"Central Alaska"
nc,71928391,2,"Friday, January 25, 2013 06:17:28 UTC",37.0735,-121.4948,1.1,9.10,37,"Northern California"
ak,10644595,2,"Friday, January 25, 2013 06:13:52 UTC",62.6385,-149.8624,1.0,10.00, 8,"Central Alaska"
pr,13025001,0,"Friday, January 25, 2013 06:12:17 UTC",18.1459,-64.7171,2.7,127.00, 8,"Virgin Islands region"
ci,15277369,2,"Friday, January 25, 2013 06:10:26 UTC",33.9535,-116.8625,1.3,7.70,90,"Southern California"
ak,10644590,2,"Friday, January 25, 2013 06:05:25 UTC",61.1637,-147.0432,1.4,0.00, 6,"Southern Alaska"
ci,15277361,2,"Friday, January 25, 2013 05:59:27 UTC",33.9550,-116.8607,1.1,7.70,66,"Southern California"
ak,10644586,2,"Friday, January 25, 2013 05:58:40 UTC",61.8253,-149.6243,1.2,44.90,12,"Southern Alaska"
nn,00400861,9,"Friday, January 25, 2013 05:58:33 UTC",38.5534,-119.6217,1.4,10.30,14,"Northern California"
ci,15277353,2,"Friday, January 25, 2013 05:45:03 UTC",33.3935,-116.3765,1.3,6.90,55,"Southern California"
ci,15277345,2,"Friday, January 25, 2013 05:38:42 UTC",33.6745,-116.7380,1.0,17.90,56,"Southern California"
ak,10644575,2,"Friday, January 25, 2013 05:37:22 UTC",62.8602,-150.9595,1.3,102.70,10,"Central Alaska"
us,c000ev7m,4,"Friday, January 25, 2013 05:28:39 UTC",-55.8834,-28.1367,4.7,114.40,22,"South Sandwich Islands region"
nn,00400860,9,"Friday, January 25, 2013 05:28:20 UTC",38.5576,-119.6219,1.6,11.20,12,"Northern California"
nc,71928381,2,"Friday, January 25, 2013 05:23:09 UTC",38.5562,-119.6235,1.6,8.60,10,"Northern California"
ak,10644566,2,"Friday, January 25, 2013 05:20:20 UTC",58.2393,-151.1566,2.9,58.40,32,"Kodiak Island region, Alaska"
nc,71928376,3,"Friday, January 25, 2013 05:12:27 UTC",37.8827,-122.2317,2.0,8.30,122,"San Francisco Bay area, California"
ak,10647459,2,"Friday, January 25, 2013 05:10:51 UTC",58.2454,-154.9575,1.9,93.20, 6,"Alaska Peninsula"
ak,10644562,2,"Friday, January 25, 2013 05:01:13 UTC",61.3684,-150.9407,1.2,65.70, 8,"Southern Alaska"
us,c000ev7y,7,"Friday, January 25, 2013 05:00:15 UTC",4.9979,95.9604,4.5,7.00,40,"northern Sumatra, Indonesia"
nc,71928371,3,"Friday, January 25, 2013 04:50:51 UTC",38.8248,-122.8280,1.9,2.90,64,"Northern California"
nc,71928361,1,"Friday, January 25, 2013 04:43:57 UTC",38.7907,-122.7370,1.8,2.00,27,"Northern California"
ak,10647457,2,"Friday, January 25, 2013 04:41:35 UTC",62.1329,-150.4789,1.0,24.80, 5,"Central Alaska"
pr,13025000,0,"Friday, January 25, 2013 04:34:28 UTC",18.1415,-64.0566,2.8,23.00,10,"Virgin Islands region"
ak,10644550,2,"Friday, January 25, 2013 04:33:36 UTC",57.4222,-154.7096,2.4,50.10,13,"Kodiak Island region, Alaska"
nn,00400858,9,"Friday, January 25, 2013 04:32:46 UTC",38.1496,-118.0313,1.9,6.80,13,"Nevada"
uw,60497357,3,"Friday, January 25, 2013 04:27:42 UTC",44.4572,-124.6863,2.8,35.30,19,"offshore Oregon"
nc,71928351,2,"Friday, January 25, 2013 04:24:42 UTC",40.0930,-123.7545,1.4,22.70,17,"Northern California"
nc,71928341,0,"Friday, January 25, 2013 04:13:19 UTC",38.5465,-119.6260,2.0,5.70, 9,"Northern California"
ak,10647455,2,"Friday, January 25, 2013 04:12:47 UTC",62.6084,-152.4235,1.5,143.10, 6,"Central Alaska"
uw,60497347,2,"Friday, January 25, 2013 03:43:07 UTC",44.4613,-124.6598,3.4,36.70,15,"offshore Oregon"
nc,71928336,0,"Friday, January 25, 2013 03:35:46 UTC",38.8085,-122.8320,1.1,0.00, 9,"Northern California"
nn,00400851,9,"Friday, January 25, 2013 03:07:09 UTC",38.1574,-118.0231,1.2,0.00, 9,"Nevada"
ak,10644535,2,"Friday, January 25, 2013 02:54:08 UTC",51.5616,-178.1277,2.9,10.00,12,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10644524,2,"Friday, January 25, 2013 02:38:25 UTC",63.0022,-149.4816,2.2,77.30,26,"Central Alaska"
hv,60458141,2,"Friday, January 25, 2013 02:30:58 UTC",19.4073,-155.2762,1.9,0.50,15,"Island of Hawaii, Hawaii"
ak,10644518,2,"Friday, January 25, 2013 02:30:33 UTC",61.3927,-150.7360,1.3,11.40,12,"Southern Alaska"
nc,71928306,0,"Friday, January 25, 2013 02:20:37 UTC",38.8248,-122.8245,1.0,2.70,20,"Northern California"
ci,15277321,2,"Friday, January 25, 2013 02:08:50 UTC",34.3052,-118.7157,1.5,10.60,22,"Greater Los Angeles area, California"
ak,10644511,2,"Friday, January 25, 2013 02:08:21 UTC",57.5588,-142.8630,2.7,45.20,21,"Gulf of Alaska"
nc,71928296,3,"Friday, January 25, 2013 02:03:25 UTC",40.0942,-123.7530,1.7,22.10,29,"Northern California"
nc,71928276,2,"Friday, January 25, 2013 01:23:27 UTC",38.5473,-119.6208,2.1,7.50,14,"Northern California"
nc,71928271,2,"Friday, January 25, 2013 01:20:05 UTC",38.5535,-119.6152,2.0,9.10,12,"Northern California"
nn,00400841,9,"Friday, January 25, 2013 01:17:44 UTC",38.5475,-119.6196,1.2,10.30,12,"Northern California"
nc,71928261,3,"Friday, January 25, 2013 01:13:19 UTC",38.8267,-122.8553,2.0,2.90,61,"Northern California"
nc,71928251,3,"Friday, January 25, 2013 00:56:10 UTC",40.4820,-124.6340,2.2,20.50,22,"offshore Northern California"
nn,00400838,9,"Friday, January 25, 2013 00:46:03 UTC",38.5566,-119.6151,1.4,8.70, 9,"Northern California"
ak,10644482,2,"Friday, January 25, 2013 00:44:21 UTC",65.0158,-147.2498,1.4,0.00, 6,"northern Alaska"
uw,60497317,1,"Friday, January 25, 2013 00:41:11 UTC",44.4572,-124.6685,3.0,33.80,12,"offshore Oregon"
ak,10644477,2,"Friday, January 25, 2013 00:36:33 UTC",61.2418,-150.8001,1.4,55.90,11,"Southern Alaska"
nn,00400833,9,"Friday, January 25, 2013 00:18:54 UTC",38.1511,-118.0041,2.3,9.70,14,"Nevada"
nn,00400830,9,"Friday, January 25, 2013 00:12:53 UTC",38.1545,-118.0179,2.3,6.80,15,"Nevada"
nn,00400828,9,"Friday, January 25, 2013 00:11:41 UTC",38.5630,-119.6183,1.2,4.90, 9,"Northern California"
ak,10644461,2,"Friday, January 25, 2013 00:10:02 UTC",63.9262,-148.8719,1.5,0.00,10,"Central Alaska"
nc,71928221,0,"Friday, January 25, 2013 00:06:25 UTC",38.5490,-119.6172,1.7,10.50, 6,"Northern California"
nc,71928216,2,"Thursday, January 24, 2013 23:59:10 UTC",39.6030,-122.0265,1.3,22.40,12,"Northern California"
